absolute time(s)	TEP (mV)	Va (mV)	Vb (mV)	A ratio	TTL signal	Temp (C)	comment time	comment
3717701789.393495	2.508374	-48.416433	-45.908059	1.304542	1.024347	-0.000334	0.000000	
3717701789.493200	7.014641	-51.301681	-44.287041	1.304542	1.024347	-0.000334	0.000000	
3717701789.592933	-5.891447	-43.571722	-49.463169	1.305719	1.024347	-0.000334	0.000000	
3717701789.693662	5.113975	-49.188960	-44.074985	1.305719	1.024347	-0.000334	0.000000	
3717701789.793424	8.140035	-52.377590	-44.237555	1.294833	1.024347	-0.000334	0.000000	
3717701789.893194	5.299978	-50.708993	-45.409016	1.294833	1.024347	-0.000334	0.000000	
3717701789.992899	6.081501	-51.139044	-45.057543	1.294833	1.024347	-0.000334	0.000000	
3717701790.093629	10.045390	-53.264277	-43.218887	1.294833	1.024347	-0.000334	0.000000	
3717701790.193388	5.053016	-51.606626	-46.553610	1.294833	1.024347	-0.000334	0.000000	
3717701790.293125	-0.528628	-47.293610	-47.822239	1.294833	1.024347	-0.000334	0.000000	
3717701790.392858	2.974163	-48.968461	-45.994299	1.294833	1.024347	-0.000334	0.000000	
3717701790.493594	-1.514912	-46.170788	-47.685700	1.294833	1.024347	-0.000334	0.000000	
3717701790.593293	11.384921	-53.917955	-42.533034	1.294833	1.024347	-0.000334	0.000000	
3717701790.693059	0.381066	-48.913728	-48.532662	1.294833	1.024347	-0.000334	0.000000	
3717701790.792790	-2.655937	-45.434229	-48.090166	1.294833	1.024347	-0.000334	0.000000	
3717701790.893522	0.188811	-47.005868	-46.817057	1.294833	1.024347	-0.000334	0.000000	
3717701790.993254	-0.580209	-46.555488	-47.135696	1.294833	1.024347	-0.000334	0.000000	
3717701791.093017	-4.547226	-44.284823	-48.832048	1.294833	1.024347	-0.000334	0.000000	
3717701791.194717	0.460781	-46.374085	-45.913303	1.294833	1.024347	-0.000334	0.000000	
3717701791.294475	6.061182	-50.146018	-44.084836	1.294833	1.024347	-0.000334	0.000000	
3717701791.394210	2.530257	-48.475858	-45.945601	1.294833	1.024347	-0.000334	0.000000	
3717701791.493949	7.034960	-51.110895	-44.075935	1.294833	1.024347	-0.000334	0.000000	
3717701791.594777	-5.868002	-43.455999	-49.324001	1.294833	1.024347	-0.000334	0.000000	
3717701791.695507	5.138984	-48.604091	-43.465107	1.361311	1.024347	-0.000334	0.000000	
3717701791.795240	8.152539	-52.155528	-44.002988	1.361311	1.024347	-0.000334	0.000000	
3717701791.894974	5.324986	-50.809078	-45.484091	1.361311	1.024347	-0.000334	0.000000	
3717701791.996701	6.097132	-51.153118	-45.055986	1.361311	1.024347	-0.000334	0.000000	
3717701792.096464	10.048516	-53.431606	-43.383090	1.361311	1.024347	-0.000334	0.000000	
3717701792.196168	5.073336	-51.336085	-46.262750	1.361311	1.024347	-0.000334	0.000000	
3717701792.295901	-0.541133	-47.174760	-47.715893	1.361311	1.024347	-0.000334	0.000000	
3717701792.397632	2.994482	-49.032578	-46.038096	1.361311	1.024347	-0.000334	0.000000	
3717701792.497363	-1.502407	-46.643062	-48.145469	1.361311	1.024347	-0.000334	0.000000	
3717701792.597137	11.389610	-54.111868	-42.722258	1.361311	1.024347	-0.000334	0.000000	
3717701792.696889	0.413890	-48.760473	-48.346583	1.361311	1.024347	-0.000334	0.000000	
3717701792.907303	-2.641870	-45.385751	-48.027621	1.361311	1.024347	-0.000334	0.000000	
3717701793.007030	-0.564578	-46.478860	-47.043439	1.361311	1.024347	-0.000334	0.000000	
3717701793.223483	-4.523780	-44.184738	-48.708518	1.361311	1.024347	-0.000334	0.000000	
3717701793.323216	6.059619	-50.158528	-44.098910	1.361311	1.024347	-0.000334	0.000000	
3717701793.422949	3.207057	-48.796441	-45.589384	1.280837	1.024347	-0.000334	0.000000	
3717701793.523707	6.259689	-51.135916	-44.876227	1.280837	1.024347	-0.000334	0.000000	
3717701793.623415	1.378291	-48.088031	-46.709740	1.275803	1.024347	-0.000334	0.000000	
3717701793.723175	0.012187	-47.104388	-47.092202	1.195882	1.024347	-0.000334	0.000000	
3717701793.823327	-0.456728	-46.580509	-47.037237	1.195882	1.024347	-0.000334	0.000000	
3717701793.923032	3.200805	-48.322604	-45.121799	1.195882	1.024347	-0.000334	0.000000	
3717701794.022790	6.255000	-51.171884	-44.916884	1.195882	1.024347	-0.000334	0.000000	
3717701794.123537	1.386106	-48.134945	-46.748839	1.195882	1.024347	-0.000334	0.000000	
3717701794.223247	0.020002	-46.772859	-46.752857	1.195276	1.024347	-0.000334	0.000000	
3717701794.322979	-0.452039	-46.458531	-46.910570	1.195276	1.024347	-0.000334	0.000000	
3717701794.424740	3.197678	-48.554049	-45.356371	1.137503	1.024347	-0.000334	0.000000	
3717701794.525467	6.250311	-51.098385	-44.848074	1.137503	1.024347	-0.000334	0.000000	
3717701794.625237	1.390795	-48.269434	-46.878639	1.137503	1.024347	-0.000334	0.000000	
3717701794.724942	0.013750	-47.332706	-47.318956	1.137503	1.024347	-0.000334	0.000000	
3717701794.826669	-0.452039	-47.052782	-47.504821	1.137503	1.024347	-0.000334	0.000000	
3717701794.926434	3.199241	-48.410178	-45.210936	1.137503	1.024347	-0.000334	0.000000	
3717701795.026164	6.261252	-50.968588	-44.707336	1.137503	1.024347	-0.000334	0.000000	
3717701795.125906	1.384543	-48.478986	-47.094443	1.137503	1.024347	-0.000334	0.000000	
3717701795.226614	0.021565	-47.449992	-47.428428	1.137503	1.024347	-0.000334	0.000000	
3717701795.326377	-0.445787	-47.110643	-47.556430	1.137503	1.024347	-0.000334	0.000000	
3717701795.426083	3.185174	-49.185832	-46.000658	1.137503	1.024347	-0.000334	0.000000	
3717701795.525815	6.259689	-51.278224	-45.018535	1.137503	1.024347	-0.000334	0.000000	
3717701795.626574	1.390795	-48.371082	-46.980287	1.137503	1.024347	-0.000334	0.000000	
3717701795.726307	0.024691	-47.440609	-47.415918	1.137503	1.024347	-0.000334	0.000000	
3717701795.826048	-0.448913	-47.044963	-47.493876	1.137503	1.024347	-0.000334	0.000000	
3717701795.925782	3.211746	-48.647878	-45.436132	1.137503	1.024347	-0.000334	0.000000	
3717701796.026511	6.264378	-51.420532	-45.156154	1.137503	1.024347	-0.000334	0.000000	
3717701796.126245	1.382980	-48.582198	-47.199218	1.137503	1.024347	-0.000334	0.000000	
3717701796.225980	0.029380	-47.548513	-47.519133	1.137503	1.024347	-0.000334	0.000000	
3717701796.325742	-0.448913	-47.091878	-47.540790	1.137503	1.024347	-0.000334	0.000000	
3717701796.426443	3.188300	-48.887143	-45.698843	1.122420	1.024347	-0.000334	0.000000	
3717701796.526203	6.262815	-51.525308	-45.262493	1.122420	1.024347	-0.000334	0.000000	
3717701796.629898	1.407988	-48.646314	-47.238326	1.122420	1.024347	-0.000334	0.000000	
3717701796.730686	1.407988	-48.646314	-47.238326	1.122420	1.024347	-0.000334	0.000000	
3717701796.831388	-0.448913	-47.127845	-47.576758	1.122420	1.024347	-0.000334	0.000000	
3717701796.946082	3.192989	-48.680718	-45.487729	1.122420	1.024347	-0.000334	0.000000	
3717701797.045815	6.258126	-51.275096	-45.016971	1.122420	1.024347	-0.000334	0.000000	
3717701797.146550	1.390795	-48.568123	-47.177328	1.122420	1.024347	-0.000334	0.000000	
3717701797.246712	0.024691	-47.864404	-47.839714	1.122420	1.024347	-0.000334	0.000000	
3717701797.346408	-0.442661	-47.040272	-47.482932	1.122420	1.024347	-0.000334	0.000000	
3717701797.446142	3.207057	-48.758909	-45.551853	1.122420	1.024347	-0.000334	0.000000	
3717701797.545908	6.265941	-50.995172	-44.729231	1.122420	1.024347	-0.000334	0.000000	
3717701797.646634	1.393921	-48.436763	-47.042841	1.122420	1.024347	-0.000334	0.000000	
3717701797.745866	0.024691	-47.343653	-47.318962	1.122420	1.024347	-0.000334	0.000000	
3717701797.846602	-0.442661	-47.124718	-47.567378	1.122420	1.024347	-0.000334	0.000000	
3717701797.946517	3.188300	-48.582198	-45.393898	1.122420	1.024347	-0.000334	0.000000	
3717701798.046249	6.265941	-50.641749	-44.375808	1.122420	1.024347	-0.000334	0.000000	
3717701798.145983	1.386106	-48.610347	-47.224241	1.122420	1.024347	-0.000334	0.000000	
3717701798.246749	0.029380	-47.482833	-47.453452	1.122420	1.024347	-0.000334	0.000000	
3717701798.347481	-0.445787	-46.993357	-47.439144	1.122420	1.024347	-0.000334	0.000000	
3717701798.447215	3.182048	-48.597836	-45.415788	1.122420	1.024347	-0.000334	0.000000	
3717701798.546947	6.258126	-50.987353	-44.729228	1.122420	1.024347	-0.000334	0.000000	
3717701798.647112	1.403299	-48.630676	-47.227377	1.101507	1.024347	-0.000334	0.000000	
3717701798.747142	0.016876	-47.406205	-47.389330	1.101507	1.024347	-0.000334	0.000000	
3717701798.846879	-0.447350	-46.722816	-47.170166	1.101507	1.024347	-0.000334	0.000000	
3717701798.947010	3.199241	-48.430507	-45.231266	1.101507	1.024347	-0.000334	0.000000	
3717701799.126811	6.262815	-51.073364	-44.810549	1.101507	1.024347	-0.000334	0.000000	
3717701799.226552	0.023128	-47.589172	-47.566044	1.101507	1.024347	-0.000334	0.000000	
3717701799.326285	-0.605218	-46.861996	-47.467214	1.101507	1.024347	-0.000334	0.000000	
3717701799.426018	3.700980	-49.801977	-46.100998	1.101507	1.024347	-0.000334	0.000000	
3717701799.525780	5.382819	-50.532282	-45.149462	1.101507	1.024347	-0.000334	0.000000	
3717701799.626511	6.234680	-51.590988	-45.356308	1.090285	1.024347	-0.000334	0.000000	
3717701799.726244	1.765926	-48.844920	-47.078993	1.090285	1.024347	-0.000334	0.000000	
3717701799.825950	3.668156	-49.515798	-45.847643	1.090285	1.024347	-0.000334	0.000000	
3717701799.926717	-0.517687	-46.902656	-47.420342	1.090285	1.024347	-0.000334	0.000000	
3717701800.026431	-1.144469	-46.611785	-47.756254	1.090285	1.024347	-0.000334	0.000000	
3717701800.126164	2.855371	-49.448554	-46.593183	1.090285	1.024347	-0.000334	0.000000	
3717701800.225898	5.414080	-50.887269	-45.473189	1.090285	1.024347	-0.000334	0.000000	
3717701800.327659	6.692653	-51.838072	-45.145419	1.090285	1.024347	-0.000334	0.000000	
3717701800.427359	0.882804	-48.522773	-47.639968	1.090285	1.024347	-0.000334	0.000000	
3717701800.527120	3.674408	-49.939594	-46.265186	1.090285	1.024347	-0.000334	0.000000	
3717701800.626825	-0.514561	-47.088750	-47.603311	1.090285	1.024347	-0.000334	0.000000	
3717701800.727556	1.548663	-47.076239	-45.527577	1.090285	1.024347	-0.000334	0.000000	
3717701800.827318	2.139495	-48.879324	-46.739829	1.090285	1.024347	-0.000334	0.000000	
3717701800.927022	5.787649	-50.826280	-45.038631	1.090285	1.024347	-0.000334	0.000000	
3717701801.026786	6.706720	-51.712966	-45.006246	1.090285	1.024347	-0.000334	0.000000	
3717701801.127487	0.085650	-48.285072	-48.199422	1.090285	1.024347	-0.000334	0.000000	
3717701801.227219	3.680660	-49.967742	-46.287082	1.090285	1.024347	-0.000334	0.000000	
3717701801.326954	-0.522376	-47.199781	-47.722157	1.090285	1.024347	-0.000334	0.000000	
3717701801.452619	2.017577	-48.159966	-46.142389	1.090285	1.024347	-0.000334	0.000000	
3717701801.552351	2.103545	-48.519645	-46.416100	1.090285	1.024347	-0.000334	0.000000	
3717701801.652113	6.698905	-51.745807	-45.046901	1.056365	1.024347	-0.000334	0.000000	
3717701801.751850	0.237265	-48.084903	-47.847638	1.056365	1.024347	-0.000334	0.000000	
3717701801.888627	0.237265	-48.084903	-47.847638	1.056365	1.024347	-0.000334	0.000000	
3717701801.988392	-0.516124	-47.018378	-47.534502	1.056365	1.024347	-0.000334	0.000000	
3717701802.088097	2.409902	-48.535283	-46.125381	1.056365	1.024347	-0.000334	0.000000	
3717701802.187831	1.864399	-48.297583	-46.433184	1.056365	1.024347	-0.000334	0.000000	
3717701802.288560	6.173721	-50.993609	-44.819887	1.056365	1.024347	-0.000334	0.000000	
3717701802.388312	6.691090	-51.830253	-45.139163	1.056365	1.024347	-0.000334	0.000000	
3717701802.488084	1.145396	-48.491496	-47.346100	1.056365	1.024347	-0.000334	0.000000	
3717701802.587794	0.166928	-48.139637	-47.972708	1.021170	1.024347	-0.000334	0.000000	
3717701802.688528	-0.605218	-47.185707	-47.790924	1.021170	1.024347	-0.000334	0.000000	
3717701802.788260	3.160165	-49.095131	-45.934965	1.021170	1.024347	-0.000334	0.000000	
3717701802.887994	1.887844	-48.777675	-46.889831	1.021170	1.024347	-0.000334	0.000000	
3717701802.989723	6.109636	-51.215671	-45.106035	1.021170	1.024347	-0.000334	0.000000	
3717701803.089456	6.681712	-51.847455	-45.165743	1.021170	1.024347	-0.000334	0.000000	
3717701803.189189	2.070721	-48.808952	-46.738231	1.021170	1.024347	-0.000334	0.000000	
3717701803.288949	0.193500	-47.464067	-47.270567	1.042338	1.024347	-0.000334	0.000000	
3717701803.389687	-0.706816	-46.674338	-47.381154	1.042338	1.024347	-0.000334	0.000000	
3717701803.489413	4.002648	-49.092003	-45.089355	1.042338	1.024347	-0.000334	0.000000	
3717701803.589147	1.872214	-48.452401	-46.580187	1.042338	1.024347	-0.000334	0.000000	
3717701803.688854	6.068997	-51.345468	-45.276471	1.042338	1.024347	-0.000334	0.000000	
3717701803.789610	6.678586	-51.831817	-45.153231	1.042338	1.024347	-0.000334	0.000000	
3717701803.889348	2.917893	-49.362544	-46.444651	1.042338	1.024347	-0.000334	0.000000	
3717701803.989050	0.051263	-47.359291	-47.308028	1.042338	1.024347	-0.000334	0.000000	
3717701804.088809	-1.147595	-46.281819	-47.429415	1.042338	1.024347	-0.000334	0.000000	
3717701804.189527	4.879518	-49.654978	-44.775460	1.052000	1.024347	-0.000334	0.000000	
3717701804.289256	1.859709	-48.549358	-46.689648	1.052000	1.024347	-0.000334	0.000000	
3717701804.398991	6.065871	-51.068672	-45.002801	1.052000	1.024347	-0.000334	0.000000	
3717701804.499722	3.527482	-50.536973	-47.009492	1.052000	1.024347	-0.000334	0.000000	
3717701804.599426	3.446203	-49.295300	-45.849097	1.052000	1.024347	-0.000334	0.000000	
3717701804.699159	-0.345752	-47.270153	-47.615905	1.054976	1.024347	-0.000334	0.000000	
3717701804.798920	-1.146032	-46.528903	-47.674935	1.054976	1.024347	-0.000334	0.000000	
3717701804.899624	5.554754	-50.047497	-44.492743	1.054976	1.024347	-0.000334	0.000000	
3717701804.999357	1.870651	-48.044244	-46.173593	1.054976	1.024347	-0.000334	0.000000	
3717701805.099089	6.062745	-51.434606	-45.371861	1.054976	1.024347	-0.000334	0.000000	
3717701805.198823	3.555616	-49.845764	-46.290148	1.055244	1.024347	-0.000334	0.000000	
3717701805.299553	3.446203	-49.801977	-46.355774	1.055244	1.024347	-0.000334	0.000000	
3717701805.399286	-0.611470	-47.412461	-48.023930	1.055244	1.024347	-0.000334	0.000000	
3717701805.499078	-1.142906	-46.582073	-47.724979	1.055244	1.024347	-0.000334	0.000000	
3717701805.598818	5.088966	-50.196060	-45.107094	1.055244	1.024347	-0.000334	0.000000	
3717701805.699550	3.397749	-48.321040	-44.923291	1.055244	1.024347	-0.000334	0.000000	
3717701805.799282	5.925197	-51.087438	-45.162241	1.055244	1.024347	-0.000334	0.000000	
3717701805.899044	8.210372	-52.885832	-44.675460	1.055244	1.024347	-0.000334	0.000000	
3717701805.998772	0.939074	-48.558740	-47.619666	1.055244	1.024347	-0.000334	0.000000	
3717701806.099478	6.508213	-49.988072	-43.479859	1.055244	1.024347	-0.000334	0.000000	
3717701806.199246	-1.413313	-46.768167	-48.181481	1.055244	1.024347	-0.000334	0.000000	
3717701806.298973	-0.514561	-46.918294	-47.432854	1.055244	1.024347	-0.000334	0.000000	
3717701806.400701	-1.900985	-45.471761	-47.372746	1.078930	1.024347	-0.000334	0.000000	
3717701806.500434	4.576287	-49.497032	-44.920746	1.078930	1.024347	-0.000334	0.000000	
3717701806.600163	-1.808765	-46.308404	-48.117169	1.078930	1.024347	-0.000334	0.000000	
3717701806.699873	6.931799	-51.387692	-44.455892	1.090159	1.024347	-0.000334	0.000000	
3717701806.800603	6.215924	-51.278224	-45.062300	1.090159	1.024347	-0.000334	0.000000	
3717701806.900336	1.776868	-49.265587	-47.488719	1.090159	1.024347	-0.000334	0.000000	
3717701807.000069	1.400173	-48.297583	-46.897409	1.090159	1.024347	-0.000334	0.000000	
3717701807.099831	7.333503	-51.784902	-44.451400	1.090159	1.024347	-0.000334	0.000000	
3717701807.200533	-0.534880	-47.016814	-47.551695	1.090159	1.024347	-0.000334	0.000000	
3717701807.300266	-2.655937	-45.969055	-48.624992	1.090159	1.024347	-0.000334	0.000000	
3717701807.400027	3.736930	-49.213981	-45.477051	1.119748	1.024347	-0.000334	0.000000	
3717701807.500768	4.130818	-49.878605	-45.747787	1.119748	1.024347	-0.000334	0.000000	
3717701807.601493	5.048327	-48.812079	-43.763752	1.119748	1.024347	-0.000334	0.000000	
3717701807.701194	5.934575	-51.365798	-45.431223	1.121588	1.024347	-0.000334	0.000000	
3717701807.800928	8.222877	-52.802950	-44.580073	1.121588	1.024347	-0.000334	0.000000	
3717701807.901686	1.186036	-48.848047	-47.662011	1.093048	1.024347	-0.000334	0.000000	
3717701808.001391	3.877604	-48.593144	-44.715540	1.093048	1.024347	-0.000334	0.000000	
3717701808.101155	-1.416440	-46.994921	-48.411360	1.093048	1.024347	-0.000334	0.000000	
3717701808.200857	-0.455165	-47.177888	-47.633053	1.093048	1.024347	-0.000334	0.000000	
3717701808.301626	-2.685635	-45.776706	-48.462341	1.093048	1.024347	-0.000334	0.000000	
3717701808.401350	4.588791	-50.074082	-45.485291	1.093048	1.024347	-0.000334	0.000000	
3717701808.501054	-1.799386	-46.685285	-48.484671	1.093048	1.024347	-0.000334	0.000000	
3717701808.600813	6.975565	-51.508106	-44.532541	1.093048	1.024347	-0.000334	0.000000	
3717701808.701532	6.184663	-51.650413	-45.465751	1.093048	1.024347	-0.000334	0.000000	
3717701808.801281	2.792849	-50.405612	-47.612763	1.093048	1.024347	-0.000334	0.000000	
3717701808.900985	1.304827	-48.760473	-47.455646	1.093048	1.024347	-0.000334	0.000000	
3717701809.002713	7.339755	-51.759881	-44.420126	1.094420	1.024347	-0.000334	0.000000	
3717701809.102446	-0.525502	-47.149739	-47.675241	1.094420	1.024347	-0.000334	0.000000	
3717701809.202207	-1.739991	-46.600838	-48.340829	1.094420	1.024347	-0.000334	0.000000	
3717701809.302909	3.757250	-49.198343	-45.441093	1.094420	1.024347	-0.000334	0.000000	
3717701809.403669	4.160516	-49.859839	-45.699323	1.094420	1.024347	-0.000334	0.000000	
3717701809.503377	2.388020	-47.435918	-45.047898	1.094420	1.024347	-0.000334	0.000000	
3717701809.603107	5.987719	-51.112459	-45.124740	1.094420	1.024347	-0.000334	0.000000	
3717701809.702840	8.208809	-52.896779	-44.687970	1.094420	1.024347	-0.000334	0.000000	
3717701809.803571	1.665891	-48.970025	-47.304134	1.094420	1.024347	-0.000334	0.000000	
3717701809.903304	1.415804	-48.541538	-47.125735	1.094420	1.024347	-0.000334	0.000000	
3717701810.004062	-1.411750	-46.469478	-47.881228	1.094420	1.024347	-0.000334	0.000000	
3717701810.103769	-0.408273	-46.937060	-47.345333	1.094420	1.024347	-0.000334	0.000000	
3717701810.204527	-2.674694	-45.373240	-48.047934	1.094420	1.024347	-0.000334	0.000000	
3717701810.304265	4.599732	-49.725350	-45.125618	1.094420	1.024347	-0.000334	0.000000	
3717701810.403995	-1.800949	-46.053502	-47.854451	1.094420	1.024347	-0.000334	0.000000	
3717701810.504698	6.945867	-51.250075	-44.304209	1.094420	1.024347	-0.000334	0.000000	
3717701810.604428	6.131519	-51.146863	-45.015344	1.094420	1.024347	-0.000334	0.000000	
3717701810.704162	4.782609	-51.484648	-46.702040	1.094420	1.024347	-0.000334	0.000000	
3717701810.803923	0.960957	-48.228774	-47.267818	1.094420	1.024347	-0.000334	0.000000	
3717701811.096114	7.333503	-51.958486	-44.624984	1.094420	1.024347	-0.000334	0.000000	
3717701811.195853	3.746308	-49.398512	-45.652204	1.094420	1.024347	-0.000334	0.000000	
3717701811.296577	4.152701	-49.598681	-45.445980	1.094420	1.024347	-0.000334	0.000000	
3717701811.480088	-0.425467	-46.236469	-46.661936	1.103476	1.024347	-0.000334	0.000000	
3717701811.579846	8.207246	-52.682535	-44.475289	1.103476	1.024347	-0.000334	0.000000	
3717701811.680605	1.800314	-48.899653	-47.099340	1.103476	1.024347	-0.000334	0.000000	
3717701811.780340	1.411115	-48.596272	-47.185158	1.103476	1.024347	-0.000334	0.000000	
3717701811.880103	-1.430507	-47.288919	-48.719426	1.103476	1.024347	-0.000334	0.000000	
3717701811.979838	-0.392643	-47.315504	-47.708147	1.103476	1.024347	-0.000334	0.000000	
3717701812.080573	-2.693450	-45.825184	-48.518634	1.103476	1.024347	-0.000334	0.000000	
3717701812.180305	4.584102	-50.022476	-45.438374	1.103476	1.024347	-0.000334	0.000000	
3717701812.280074	-1.804076	-47.390567	-49.194643	1.106495	1.024347	-0.000334	0.000000	
3717701812.379774	6.955245	-51.178140	-44.222894	1.106495	1.024347	-0.000334	0.000000	
3717701812.480503	6.065871	-51.221927	-45.156056	1.106495	1.024347	-0.000334	0.000000	
3717701812.581723	6.797377	-52.438579	-45.641202	1.106495	1.024347	-0.000334	0.000000	
3717701812.681458	0.939074	-48.197498	-47.258424	1.106495	1.024347	-0.000334	0.000000	
3717701812.781189	7.327250	-51.562839	-44.235589	1.127077	1.024347	-0.000334	0.000000	
3717701812.880922	-1.424255	-46.810390	-48.234645	1.138645	1.024347	-0.000334	0.000000	
3717701812.981653	-0.727135	-46.608657	-47.335793	1.138645	1.024347	-0.000334	0.000000	
3717701813.081578	3.805704	-49.073237	-45.267533	1.138645	1.024347	-0.000334	0.000000	
3717701813.181344	3.536860	-49.331268	-45.794408	1.138645	1.024347	-0.000334	0.000000	
3717701813.281044	-2.960731	-46.299021	-49.259753	1.145299	1.024347	-0.000334	0.000000	
3717701813.380787	7.613288	-50.780929	-43.167641	1.145299	1.024347	-0.000334	0.000000	
3717701813.481545	5.650100	-51.056162	-45.406061	1.145299	1.024347	-0.000334	0.000000	
3717701813.581250	6.206545	-51.296990	-45.090445	1.145299	1.024347	-0.000334	0.000000	
3717701813.681015	8.616764	-53.156373	-44.539609	1.145299	1.024347	-0.000334	0.000000	
3717701813.782712	1.359534	-48.119307	-46.759773	1.145299	1.024347	-0.000334	0.000000	
3717701813.882554	-0.259784	-47.306121	-47.565905	1.145299	1.024347	-0.000334	0.000000	
3717701813.982288	9.721839	-52.978098	-43.256259	1.145299	1.024347	-0.000334	0.000000	
3717701814.082024	-2.770039	-46.042555	-48.812594	1.145299	1.024347	-0.000334	0.000000	
3717701814.181755	-0.386391	-47.231058	-47.617448	1.145299	1.024347	-0.000334	0.000000	
3717701814.282456	-3.529681	-45.215295	-48.744976	1.145614	1.024347	-0.000334	0.000000	
3717701814.382221	5.017066	-48.830845	-43.813779	1.145614	1.024347	-0.000334	0.000000	
3717701814.482919	3.322722	-48.940313	-45.617590	1.145614	1.024347	-0.000334	0.000000	
3717701814.583654	1.533032	-48.913728	-47.380695	1.172934	1.024347	-0.000334	0.000000	
3717701814.683384	3.539986	-47.953542	-44.413556	1.184007	1.024347	-0.000334	0.000000	
3717701814.783116	5.653226	-51.115587	-45.462360	1.184007	1.024347	-0.000334	0.000000	
3717701814.882850	6.125267	-51.246948	-45.121681	1.184007	1.024347	-0.000334	0.000000	
3717701814.983579	9.376405	-53.123533	-43.747128	1.184007	1.024347	-0.000334	0.000000	
3717701815.083313	0.402949	-48.011404	-47.608455	1.184007	1.024347	-0.000334	0.000000	
3717701815.183046	-0.255095	-47.581353	-47.836448	1.184007	1.024347	-0.000334	0.000000	
3717701815.282808	9.717150	-53.215799	-43.498649	1.184007	1.024347	-0.000334	0.000000	
3717701815.383541	-2.787233	-45.870535	-48.657768	1.184007	1.024347	-0.000334	0.000000	
3717701815.483276	-0.140992	-47.209164	-47.350156	1.184007	1.024347	-0.000334	0.000000	
3717701815.582977	-1.891606	-46.281819	-48.173426	1.184007	1.024347	-0.000334	0.000000	
3717701815.684706	1.878466	-46.933932	-45.055466	1.184007	1.024347	-0.000334	0.000000	
3717701815.784441	3.321159	-49.073237	-45.752078	1.184007	1.024347	-0.000334	0.000000	
3717701815.884202	5.564133	-50.519771	-44.955638	1.184007	1.024347	-0.000334	0.000000	
3717701815.983964	-1.264824	-45.320071	-46.584895	1.184007	1.024347	-0.000334	0.000000	
3717701816.085666	6.836453	-51.508106	-44.671652	1.184007	1.024347	-0.000334	0.000000	
3717701816.185397	6.034610	-51.128097	-45.093487	1.184007	1.024347	-0.000334	0.000000	
3717701816.285415	9.370153	-53.236128	-43.865975	1.184007	1.024347	-0.000334	0.000000	
3717701816.385148	0.402949	-48.117743	-47.714795	1.184007	1.024347	-0.000334	0.000000	
3717701816.484909	0.784332	-48.260051	-47.475719	1.184007	1.024347	-0.000334	0.000000	
3717701816.584867	9.717150	-52.391665	-42.674515	1.184007	1.024347	-0.000334	0.000000	
3717701816.685597	-2.777855	-46.091033	-48.868888	1.184007	1.024347	-0.000334	0.000000	
3717701816.785330	-0.126925	-47.221675	-47.348599	1.184007	1.024347	-0.000334	0.000000	
3717701816.885062	-0.767775	-46.349064	-47.116838	1.184007	1.024347	-0.000334	0.000000	
3717701816.985794	-1.638392	-45.257518	-46.895910	1.184007	1.024347	-0.000334	0.000000	
3717701817.086525	3.314907	-48.660389	-45.345482	1.184007	1.024347	-0.000334	0.000000	
3717701817.186257	5.789212	-50.416559	-44.627347	1.184007	1.024347	-0.000334	0.000000	
3717701817.285992	-4.200229	-44.364577	-48.564806	1.216092	1.024347	-0.000334	0.000000	
3717701817.386756	8.299466	-51.212544	-42.913078	1.216092	1.024347	-0.000334	0.000000	
3717701817.487467	5.943953	-50.530718	-44.586764	1.216092	1.024347	-0.000334	0.000000	
3717701817.587193	9.381095	-52.452654	-43.071559	1.216092	1.024347	-0.000334	0.000000	
3717701817.686918	0.409201	-48.316348	-47.907148	1.216092	1.024347	-0.000334	0.000000	
3717701817.787649	2.225463	-48.787058	-46.561596	1.216092	1.024347	-0.000334	0.000000	
3717701817.887383	6.278445	-49.534564	-43.256119	1.216092	1.024347	-0.000334	0.000000	
3717701817.987116	-0.241027	-48.417997	-48.659024	1.216092	1.024347	-0.000334	0.000000	
3717701818.155665	-0.123799	-46.818209	-46.942008	1.216092	1.024347	-0.000334	0.000000	
3717701818.255410	-0.633352	-46.477297	-47.110649	1.216092	1.024347	-0.000334	0.000000	
3717701818.505741	-3.845417	-44.657012	-48.502428	1.216092	1.024347	-0.000334	0.000000	
3717701818.606471	-4.181472	-44.858744	-49.040216	1.216439	1.024347	-0.000334	0.000000	
3717701818.706210	8.305718	-51.702020	-43.396302	1.216439	1.024347	-0.000334	0.000000	
3717701818.806969	5.784522	-50.899779	-45.115257	1.216439	1.024347	-0.000334	0.000000	
3717701818.940584	8.200994	-51.985071	-43.784077	1.216439	1.024347	-0.000334	0.000000	
3717701819.040317	1.959744	-49.622138	-47.662394	1.216439	1.024347	-0.000334	0.000000	
3717701819.140482	2.208269	-48.582198	-46.373929	1.216439	1.024347	-0.000334	0.000000	
3717701819.240487	1.809692	-47.822181	-46.012490	1.216439	1.024347	-0.000334	0.000000	
3717701819.340291	4.363712	-50.776238	-46.412526	1.216439	1.024347	-0.000334	0.000000	
3717701819.440023	-0.548948	-46.929240	-47.478188	1.216439	1.024347	-0.000334	0.000000	
3717701819.539791	-0.548948	-47.087186	-47.636134	1.216439	1.024347	-0.000334	0.000000	
3717701819.639935	-3.850106	-44.825904	-48.676010	1.216439	1.024347	-0.000334	0.000000	
