chamber,meas_ID,meas_idx,Va_rail,Eout_rail,circuitValuesKnown,RsolA,RsolB,Ra,Ca,Rb,Cb,Rs,Rsolg,R1g,C1g,R2g,C2g,tau1,tau2,tauMEM12,TER12,TEC12,resnormbest12,RsolAg,RsolBg,Rag,Cag,Rbg,Cbg,Rsg,taua,taub,tauMEMabs,TERabs,TECabs,resnormbestabs,simVSmeasured,rsme_simVSmeasured,RsolAg_sim,RsolBg_sim,Rag_sim,Cag_sim,Rbg_sim,Cbg_sim,Rsg_sim,taua_sim,taub_sim,tauMEMabs_sim,TERabs_sim,TECabs_sim,resnormbestabs_sim,dRsolA,dRsolB,dRa,dCa,dRb,dCb,dRs,dRsolA_sim,dRsolB_sim,dRa_sim,dCa_sim,dRb_sim,dCb_sim,dRs_sim
Ussing,20211014_165514,4,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.3470890715231,69.071440165458,8.58949941543304e-05,597.780152582561,6.91465425563028e-06,0.0059328909492432,0.00321414709470625,0.00558116474240092,533.902648766976,6.39948752141632e-06,0.00175212924213293,1.76179231007909,12.1699982463796,5095.12088249013,1.75923523297928e-05,1581.69131361968,9.77700769591834e-06,597.780152582561,0.0896351617276511,0.0154642081458268,0.0330348016502559,548.658347030685,6.28442038674311e-06,1.44314841208523,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ussing,20211014_165514,5,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.3489914701526,476.479204804162,6.77723397527432e-06,592.494790773334,0.000111806564754423,0.00322921105531046,0.00639971226083332,0.00605968876240415,533.718350599313,6.38990534482364e-06,0.00160023908951154,2.53823900990086,10.819137573865,5586.83407419795,1.7499707145301e-05,1717.6334617139,9.82486446470808e-06,592.494790773334,0.0977679601678533,0.0168755159613864,0.0358972404451693,548.04097896936,6.29222127719238e-06,1.32551525271064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ussing,20211014_165514,6,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.9832810311568,369.523307869311,6.55561852985783e-06,439.016251529537,0.000497797183051398,0.00242245384428241,0.00915796375065871,0.00883853465369935,387.920285719853,6.4704080696913e-06,0.0294225143452692,9.06988962675046e-08,9.43933855624781,3534.48449073317,1.57105161810147e-05,880.052320547115,1.02766958581755e-05,439.016251529537,0.0555285757832089,0.00904403003754425,0.0183108759382326,399.306112047624,6.212755578542e-06,1.8472539989323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ussing,20211014_165514,7,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.5577170362765,313.857174776081,6.35293704785045e-06,370.33478095985,0.000505837062801699,0.00199391487336864,0.00849881596772974,0.00816828772928831,330.658664015831,6.27413853724734e-06,0.0108355290241889,1.72812358899694,9.66707331484738,3306.56041582156,1.61994353758868e-05,840.799054213828,9.69902846903597e-06,370.33478095985,0.0535644117725667,0.00815493396355844,0.017360850708902,339.976850040031,6.06672217448282e-06,1.76761446877674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ussing,20211014_165514,8,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.2300988420105,14.8217082402849,0.000999902013954562,414.867265941862,6.06840877927173e-06,0.0148202559197078,0.00219830014349062,0.0143241237960101,377.074849623822,6.03180175357781e-06,0.011449546563796,3.34243729365157,10.7626884034905,4375.72929147432,1.77290598383261e-05,1292.1160219835,8.84809004282236e-06,414.867265941862,0.0775775664448645,0.0114327589082834,0.0265119928785715,386.571526811761,5.90237548140419e-06,1.61223514595505,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ussing,20211014_165514,9,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.8732487323388,388.718509772617,6.15325928078457e-06,441.084300244264,0.000411877367691271,0.0023918857778711,0.00857613160937519,0.00826170931474211,409.54056090266,6.06268553490663e-06,0.00382218475373482,8.6238081235328e-11,13.8772380486197,6572.14178130776,1.61925053234061e-05,1630.22527111332,9.58846121725149e-06,441.084300244264,0.106419440780005,0.0156313517874534,0.0336755378188572,418.575310260538,6.02231918104252e-06,1.33635371047325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ussing,20211014_165514,10,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.6181719132879,407.12683783432,6.24837821239555e-06,472.932964862069,0.000374046225970437,0.00254388246320546,0.00835911198607563,0.00805651527724303,429.474642479023,6.14571509318293e-06,0.00310695574025411,2.24272253501007e-11,13.4200632996419,4694.93872091788,1.71133776872525e-05,1496.2052001703,9.41260932478056e-06,472.932964862069,0.0803462595495736,0.0140831950189081,0.0300968983011565,439.370088400548,6.07259357868389e-06,1.1774628125196,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ussing,20211014_165514,11,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.5793075711546,76.7652688899121,5.75982947656034e-05,490.114997891608,6.95304775250025e-06,0.00442154858528196,0.00254878302902123,0.00409727221846001,443.335889392944,6.20411099669242e-06,0.0031817640897138,2.01089915997088e-13,12.6825098871645,4875.31792605238,1.76520982446279e-05,1510.93286648888,9.3882437015451e-06,490.114997891608,0.0860595910044721,0.0141850059672717,0.0311899242402576,455.181907000414,6.12870208868189e-06,1.51766925950055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ussing,20211014_165514,12,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.7981241626643,32.3253237150598,0.000202736885721098,473.170746653249,6.38793663057494e-06,0.00655353545991758,0.00255726765061231,0.00625495747973671,432.652972297595,6.19281041869169e-06,0.00310416129667576,1.90526316333206,12.143713825104,5306.53713751922,1.77817663941176e-05,1629.78120833178,9.39718483225704e-06,473.170746653249,0.0943596037410762,0.015315355250833,0.0338878636613162,442.954013394962,6.14808658574678e-06,1.19922064895678,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ussing,20211014_165514,13,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.8837998804312,386.308063758747,6.70572955008098e-06,484.120496811891,8.35780239426869e-05,0.0025904773985816,0.00514320401145409,0.00479243805665368,447.845819365185,6.20766863591627e-06,0.00209152228832364,2.59638831468156e-08,14.696902480958,6406.73407364878,1.72919714520257e-05,1855.75113320743,9.71820039497365e-06,484.120496811891,0.110785062702255,0.0180345613957092,0.038866289815913,457.324655845251,6.22161327765185e-06,1.1157368202214,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ussing,20211014_165514,14,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.8348143058448,57.8910485284419,9.06930444331038e-05,495.609487920912,6.67918832290012e-06,0.00525031543646895,0.00264188616755421,0.00491728860699474,453.431051270437,6.22103351438758e-06,0.00230889705604108,4.69308805258534e-11,14.6170457027374,5623.48431183093,1.72979679532683e-05,1657.52899503799,9.65145265145191e-06,495.609487920912,0.0972748514117584,0.0159975626140179,0.0345004079107346,464.02395638635,6.19495762510234e-06,1.34450609237052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ussing,20211014_165514,15,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.4015637823351,397.566243469771,7.78485696055231e-06,498.51690651956,3.01594393917527e-05,0.00309499633775628,0.00169567851912917,0.00186905159259992,453.79005111763,6.18767362280995e-06,0.00605652318686021,6.67784816175357e-11,14.02326494994,4900.46418428951,1.67443313697243e-05,1585.01125783168,9.93958102012545e-06,498.51690651956,0.0820549961672093,0.0157543478150289,0.0319578281886088,462.932803089922,6.23715277751067e-06,1.11933253464956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ussing,20211014_165514,16,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.8242349474108,313.308611205044,7.86550613180077e-06,500.046047159823,2.94381299439848e-05,0.00246433080257926,0.00401022442350844,0.00354176131296349,449.534126587276,6.20705689688681e-06,0.00166695566287873,3.63171439897778e-13,15.1647539655841,4372.39644698017,1.73840152971818e-05,1400.24175945686,9.58585751805621e-06,500.046047159823,0.0760098067196467,0.0134225179969858,0.0286040229080209,460.183360123283,6.1787719531381e-06,1.37699928956362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ussing,20211014_165514,17,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.5843383108618,230.687632160763,9.8743418098067e-06,491.7258287121,1.67085914661223e-05,0.00227788853125033,0.00352896845775263,0.00293100527658514,441.894451413471,6.20647622233273e-06,0.0019553014707025,4.08932552398482e-13,14.8986731475823,4278.58129451301,1.78353401734826e-05,1409.34134533525,9.48276461307803e-06,491.7258287121,0.0763099528475392,0.0133644522372929,0.0289609541818432,452.598313311709,6.19107123209052e-06,1.43872431574965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ussing,20211014_165514,18,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.3352347548478,471.352361458948,6.38088103580248e-06,534.959909844176,0.000758935761937064,0.00300764334441412,0.0151263500635764,0.0146347031162132,491.283363293634,6.32767999389791e-06,0.00427713964106131,5.16353487931643e-11,16.3656387622599,6195.68496283418,1.70878168006351e-05,1732.96688777103,9.91021238689883e-06,534.959909844176,0.10587072959936,0.017174069917274,0.0365605150760709,501.146673457575,6.27245390937294e-06,1.29337872293162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ussing,20211014_165514,19,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.8244064904214,484.586533060291,6.35103641681017e-06,540.291980583398,0.000996736286828847,0.0030776267185617,0.016962487801477,0.0164914135793452,501.604562829674,6.3108248991956e-06,0.00337915830186179,6.07359166258412e-13,16.0433844774321,7490.07689460823,1.59564153258539e-05,1855.49428596734,1.03182007872506e-05,540.291980583398,0.119514777752951,0.0191453626022072,0.0390729703106768,510.76340836629,6.26618088227017e-06,1.22444777181414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ussing,20211014_165514,20,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.4446888000212,292.538411299659,8.40794450541e-06,499.752706499621,2.36912838500199e-05,0.00245964672790834,0.00384079449449301,0.00334831419861526,454.656873043124,6.20560088445826e-06,0.00191003372136905,1.74354057477771e-11,14.5056869096556,4884.13848151625,1.71531542902509e-05,1628.26787675498,9.75250182870887e-06,499.752706499621,0.0837783809484001,0.0158796854456808,0.0328560930404296,464.135606923478,6.21750935357844e-06,0.997413004345026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ussing,20211014_165514,21,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.5228177459445,208.868906929954,1.67398495536293e-05,507.218772466952,9.7867168658617e-06,0.00349643407843842,0.00226608095419217,0.00291293392504235,440.415500670371,6.17600353425744e-06,0.00130425291888341,1.81963564575147,11.7817916429091,3039.27013757618,1.84301958031551e-05,1174.01976190269,9.05739005720595e-06,507.218772466952,0.0560143437342112,0.0106335549184207,0.0232787666535686,452.718102937023,6.07290407632994e-06,1.45803789248423,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ussing,20211014_165514,22,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.5989313210834,173.319256594927,1.23669540948585e-05,512.162030090064,1.23179834000921e-05,0.00214343129006447,0.00332581480473863,0.00260569715513062,443.315951404061,6.17121008636659e-06,0.00132165979123985,1.90061878250467e-13,14.5049953605291,2791.35997805423,1.83650621456104e-05,1187.12116315554,9.18571848591151e-06,512.162030090064,0.0512634994677355,0.0109045608134146,0.0229470837005464,453.74947423561,6.12310384602443e-06,1.07911852469195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ussing,20211014_165514,23,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.402893603773,97.4357878866195,1.92963166849768e-05,496.340885898613,9.06009473092404e-06,0.00188015181951044,0.00305956451086458,0.00214424837820084,435.132534083062,6.16532376257477e-06,0.00154851035884854,3.45423089378258e-12,14.5925853445085,3109.06360278492,1.84511800727053e-05,1249.06007285565,9.18749085492913e-06,496.340885898613,0.0573658923924784,0.0114757279966184,0.0246280789507766,445.592904964438,6.13343704639344e-06,1.46621639876046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ussing,20211014_165514,24,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.4018547325824,82.9128992457599,2.16623986377945e-05,502.87846857361,8.64156469687875e-06,0.00179609227567694,0.00294885380609909,0.00202143232952442,424.153624685701,6.1773114378043e-06,0.00153900452733813,2.37508832842025,9.8627875150588,2320.26660411718,1.95696891988855e-05,1043.9227578491,8.68039807705694e-06,502.87846857361,0.0454068963011268,0.00906166509982929,0.0203397502216923,437.483506489474,6.01317407735126e-06,1.46038426910479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ussing,20211014_165514,25,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.1437113458034,371.912894508371,7.5080152801197e-06,472.152369105177,3.3798550258359e-05,0.0027923276948424,0.0014630356619133,0.00160162189008976,415.199829916243,6.14333407964566e-06,0.00142956920416728,2.33168485370165,10.9246857490345,3032.01358569569,1.91189501437736e-05,1295.80202601005,9.01110297557375e-06,472.152369105177,0.0579689165801601,0.0116766054923336,0.0255371013817716,425.708755201326,6.12451131177962e-06,1.18261599477585,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ussing,20211014_165514,26,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.4396196331,9.78500424830885,7.76000302132758e-05,467.468193611297,6.60799045309247e-06,0.000759316625305798,0.00260230791685283,0.000803998979325808,403.597303967201,6.08944676232976e-06,0.00318908234100082,2.50377258307341,9.79678489953275,2519.11734911215,1.96584363883777e-05,1153.39598327288,8.7880502883414e-06,467.468193611297,0.04952190816238,0.010136101903373,0.0225056773482089,414.683776418609,6.07313407573146e-06,1.16156976066934,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ussing,20211014_165514,27,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.6399930522887,302.020131217905,6.48172558180225e-06,390.412068831946,8.23182193701693e-05,0.00195761161073437,0.000446577244228224,0.000473240140822062,307.44514220144,6.00860854844696e-06,0.0224200387326973,1.54790912069327,6.1982295458722,1132.94407306288,2.12136694402845e-05,619.803866199872,7.92607416688167e-06,390.412068831946,0.0240339010602856,0.00491261141242018,0.0116742506561437,319.292048434988,5.77016461099047e-06,1.46740221837729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ussing,20211014_165514,28,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.7578669832005,3.93235082794505,7.23049038343659e-05,292.359736885633,6.49135940269865e-06,0.000284328248457556,0.00159199495632506,0.000304964698086891,249.180665944071,5.95659106262865e-06,0.0276716328578844,1.95915568184074e-14,10.4374902845585,1376.61079731072,1.88316135059964e-05,642.463036080428,8.87515717152172e-06,292.359736885633,0.0259238024831372,0.00570196042210682,0.0121364878924807,255.380860723684,6.03222698178554e-06,1.22209423534638,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ussing,20211014_165514,29,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.0384450546954,126.516821384456,9.90471772397051e-06,275.352141182312,1.66526048398048e-05,0.00125311340314703,0.00200533332460486,0.0016385069469346,246.93842172241,6.21069198188194e-06,0.00537366525739433,2.21700139811089,11.4461903276247,2373.52337907646,1.94026294078412e-05,837.908354202184,9.07860492378334e-06,275.352141182312,0.0460525945150676,0.00760703891013914,0.0176380328401973,253.607517946837,6.18473219332286e-06,1.82086392288207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ussing,20211014_165514,30,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.5190897246717,54.446129361732,1.93265409484779e-05,296.310462284931,9.02106105148359e-06,0.00105225534859564,0.00186826440025224,0.00122212398504974,261.546423838177,6.15028762610867e-06,0.00357605243487148,3.85755085313208e-14,13.2423426229947,2045.53938915075,1.86518363820913e-05,781.778155779373,9.17203464355703e-06,296.310462284931,0.0381530659995627,0.00717049632838454,0.0157374492064838,268.202156860372,6.14850785157823e-06,1.43218263274362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ussing,20211014_165514,31,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.3908411564488,252.95128842094,7.28495508127496e-06,306.252893200905,3.67971785280632e-05,0.00184273877389718,0.000769022557091165,0.000850963496960175,273.850242847695,6.08105304226495e-06,0.00219496771667185,6.52394149833462e-12,13.6037406740788,2485.87893917936,1.83159175661575e-05,867.559237727452,9.26738629168581e-06,306.252893200905,0.0455311537294564,0.00804000658694078,0.0177392434061775,280.624818918896,6.15374736279061e-06,1.43154886511007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ussing,20211014_165514,32,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.4881356632132,23.887859170078,3.54135177497569e-05,314.958150597008,7.36684594990549e-06,0.000845953124723251,0.00188149145755929,0.000934524127891617,279.287723691941,6.09826348457999e-06,0.00256218264220227,9.49114502906304e-19,13.6179719924807,2214.23747417426,1.81970614928134e-05,860.266168461563,9.29399019708602e-06,314.958150597008,0.040292615477241,0.00799530533656651,0.0170323033290336,285.691369414951,6.15194038546432e-06,1.49425533522826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ussing,20211014_165514,33,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.4816485670991,20.5024030813131,3.94373734491532e-05,325.13628157932,7.20027840872096e-06,0.000808560926922815,0.00187350401246154,0.000886344313245919,280.701232364408,6.08864420121229e-06,0.00221807804566173,2.41032975579024,10.2121607326273,1842.88735003756,1.94418682572927e-05,766.404978330246,8.75540954777476e-06,325.13628157932,0.0358291730724614,0.00671018946473475,0.0152630579027601,289.1110052305,6.03680682026292e-06,1.51555717010506,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ussing,20211014_165514,34,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.029234180984,260.479248625653,7.19238072327405e-06,326.49025291895,3.83192173437702e-05,0.00187346592662805,0.000791538815979063,0.000871033411065591,281.135693898999,6.05573989619699e-06,0.00263387641875111,2.11026553836094,10.8073357843112,1710.94297121275,1.88910711502578e-05,747.451175958434,8.92100539307514e-06,326.49025291895,0.0323215454032136,0.00666801597178555,0.0144677256981812,288.213660451546,6.05950250963246e-06,1.27867203343323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ussing,20211014_165514,35,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.8225680539235,267.642583011378,6.85115557336263e-06,332.816301707393,4.8457324928232e-05,0.00183366097426757,0.000585703092233519,0.000639626785668989,279.729570749578,6.00249127695216e-06,0.00304770781163818,1.87263944206597,10.6588145711444,1438.41735039602,1.89826742563901e-05,656.321275616489,8.78658726691554e-06,332.816301707393,0.0273050080073074,0.00576682416333761,0.0125151449893328,287.187389497268,6.0063867299179e-06,1.4583434204665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ussing,20211014_165514,36,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.952343296822,16.7815325748284,4.19831899043468e-05,301.313017505546,7.0492580386065e-06,0.000704542268975004,0.00182283234317716,0.000772693694584682,275.366525944924,6.03580590681262e-06,0.00369322008600459,2.09410909883093e-13,13.9621003122787,2796.65252282297,1.7168516720678e-05,1063.45797430686,9.75963788643363e-06,301.313017505546,0.0480143756000124,0.0103789647366752,0.0207474963703396,279.496075730935,6.22242811234998e-06,1.06877806369514,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ussing,20211014_165514,37,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.4150291377796,19.7540789630043,3.92800577267119e-05,309.15592976201,7.19343774395956e-06,0.000775941362004835,0.00181432442518414,0.000851361592053606,271.973461372709,6.07999563997843e-06,0.00281449429198827,1.80478065379561e-14,13.6157596005989,1949.19173340597,1.81110278889869e-05,801.360743943366,9.27027529020748e-06,309.15592976201,0.0353018658446983,0.00742883470312047,0.0155495134233086,277.918512273183,6.1317101388771e-06,1.38673129203799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ussing,20211014_165514,38,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.1129903178121,11.8948512602442,4.72200858038364e-05,306.918836814671,6.89253046192898e-06,0.0005616758971326,0.00177378752717643,0.000615225399688142,269.244098677282,6.0146025507133e-06,0.00332256518072452,1.96031434494679,11.5740134940703,1914.94859103808,1.83918765842824e-05,767.647564212784,9.19165983950045e-06,306.918836814671,0.0352194981516178,0.00705595528686499,0.0151151911272698,275.408985671029,6.12872369864217e-06,1.48817204066039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
