C1g,C2g,C_max,C_min,Ca,Cag,Cag_sim,Cagm,Cagr,Cb,Cbg,Cbg_sim,Cbgm,Cbgr,Eout_rail,R1g,R2g,R_max,R_min,Ra,Rag,Rag_sim,Ragm,Ragr,Rb,Rbg,Rbg_sim,Rbgm,Rbgr,Rs,Rsg,Rsg_sim,Rsgm,Rsgr,RsolA,RsolAg,RsolAg_sim,RsolAgm,RsolAgr,RsolB,RsolBg,RsolBg_sim,RsolBgm,RsolBgr,Rsol_max,Rsol_min,Rsolg,TEC12,TECabs,TECabs_sim,TER12,TERabs,TERabs_sim,Va_rail,chamber,circuitValuesKnown,cross_section,dCa,dCa_sim,dCb,dCb_sim,dRa,dRa_sim,dRb,dRb_sim,dRs,dRs_sim,dRsolA,dRsolA_sim,dRsolB,dRsolB_sim,meas_ID,meas_idx,resnormbest12,resnormbestabs,resnormbestabs_sim,rsme_simVSmeasured,simVSmeasured,tau1,tau2,tauMEM12,tauMEMabs,tauMEMabs_sim,taua,taua_sim,taub,taub_sim,total_guesses
2.13369900772385e-06,6.99803726806165e-07,0.001,1e-13,1.07e-06,1.03602353350683e-06,6.14043092668978e-07,1.03699562263379e-06,1.03602353350683e-06,1.01e-06,1.09024209604112e-06,4.64912283514744e-06,1.08936686372769e-06,1.09024209604112e-06,0,361.648404587454,1282.02778649843,500000,1,988,2650.01227093207,6395.08754944817,2550.76294403831,2650.01227093207,994,2418.36770973898,1706.55292531788,2330.77780637217,2418.36770973898,10029,2421.80155345065,2037.51743881783,2466.70140951125,2421.80155345065,99.2,107.545884409653,147.959134063299,107.634982366134,107.545884409653,0.28,15.3178725239934,0.0100000000000017,15.3249016647446,15.3178725239934,250,0.01,116.595121541088,5.26969852293237e-07,5.31220771770907e-07,5.42403907276449e-07,1643.67619108589,1638.76008274967,1628.06752701353,0,model,1,1,-3.3976466493172e-08,-4.55956907331022e-07,8.02420960411234e-08,3.63912283514744e-06,1662.01227093207,5407.08754944817,1424.36770973898,712.552925317884,-7607.19844654935,-7991.48256118217,8.3458844096526,48.7591340632993,15.0378725239934,-0.269999999999998,20221201_125932,3,0.000674977859011185,0.0882846494610031,0.762323599899056,10.5752112099456,1,0.000771648842013163,0.000897167822860662,0.000799266045094356,0.0026885528163675,0.00708990394331026,0.00274547507676749,0.00392685933675203,0.002636606280864,0.00793397417448304,100
8.4905637002305e-08,0.000178666630305057,0.001,1e-13,1.07e-06,1.227747426975e-06,1.20836715531656e-06,1.22775841083615e-06,1.227747426975e-06,9.2e-08,9.10636300693313e-08,9.1468872370153e-08,9.1063744382173e-08,9.10636300693313e-08,0,915.344977540645,32.6716994202174,500000,1,9837,7914.90904039452,8026.47373819282,7914.83574824137,7914.90904039452,9790,9252.97279295056,9541.97226413587,9252.88955890643,9252.97279295056,1000.9,1003.56893098077,1003.8810057274,1003.56893365551,1003.56893098077,0.4,20.2247942514108,0.010000652744558,20.2264633286255,20.2247942514108,98.7,81.1965366769294,100.815901448478,81.1959061469131,81.1965366769294,250,0.01,101.926062298381,8.48653074624397e-08,8.47757052926092e-08,8.50322492619621e-08,948.016676960862,948.144044311448,949.618711442843,0,model,1,1,1.57747426974996e-07,1.38367155316562e-07,-9.3636993066872e-10,-5.31127629847033e-10,-1922.09095960548,-1810.52626180718,-537.027207049445,-248.027735864125,2.66893098076741,2.98100572740498,19.8247942514108,-0.389999347255442,-17.5034633230706,2.1159014484782,20221117_175625,2,0.000771025795056031,0.0137126524499086,0.00348582554454998,2.68392056432328,1,7.7717948394949e-05,0.00583734244174992,0.00563884728360199,0.00562591385256428,0.00566654263767018,0.00971750920908551,0.00969892723824315,0.000842609291458836,0.000872793443187784,100
3.21468253207084e-06,5.3454271070847e-07,0.001,1e-13,1.07e-06,1.3674353869833e-06,1.07001363918696e-06,1.36744012386264e-06,NaN,1.01e-06,7.01453803099467e-07,1.01201163521864e-06,7.01449023870523e-07,NaN,0,2.46611025544621,93.8506840916343,500000,1,988,53.6906351112111,1012.00366927632,53.6906105713348,NaN,994,49.794489586781,1017.23523207979,49.7944667674574,NaN,100.3,1451.12332301819,100.129221811987,1451.1083535215,NaN,0.35,0.0100000000000198,0.671716647610758,0.0100000002914091,NaN,0.28,0.010000000123205,0.0100000000055108,0.0100000703189516,NaN,250,0.01,0.0103184026347283,4.58330722612566e-07,4.63626934342411e-07,5.20102357071047e-07,96.3167943470805,96.5964634087193,95.4208480218521,0,model,1,1,2.974353869833e-07,1.36391869611654e-11,-3.08546196900533e-07,2.01163521864388e-09,-934.309364888789,24.0036692763231,-944.205510413219,23.2352320797939,1350.82332301819,-0.170778188012676,-0.33999999999998,0.321716647610758,-0.269999999876795,-0.269999999994489,20221018_192722,3,0.0530500963874975,0.57068951714533,0.000261659463352979,1.6439896544281,1,7.92776156034368e-06,5.01671990761865e-05,9.00926671993952e-06,5.34489440311035e-05,0.00105622464980695,7.34184744006781e-05,0.00108285772903292,3.49285340940443e-05,0.00102945389061909,100
7.30582033243239e-07,9.45676463371958e-08,0.001,1e-13,1.07e-06,2.04105864275167e-06,1.93266748843554e-06,2.04106395083164e-06,2.04105864275167e-06,2.34e-06,1.16176381842337e-06,1.08175951631696e-06,1.16176621706822e-06,1.16176381842337e-06,0,98.9937866905509,11.8694333254936,500000,1,9837,1852.38595548465,2092.26248335232,1852.3794138003,1852.38595548465,994,2045.83979049121,2408.65364547141,2045.83079481958,2045.83979049121,100.3,101.266246815286,103.58168809976,101.266172883807,101.266246815286,0.4,18.9609126872659,9.90197890790018,18.9611273125514,18.9609126872659,98.7,81.0068074593649,86.7120582214726,81.006728331009,81.0068074593649,250,0.01,87.5694553633192,8.37295645260216e-08,7.40355767818381e-07,6.93558491944045e-07,110.863220016044,98.7022079917209,101.251539072398,0,model,1,1,9.7105864275167e-07,8.62667488435538e-07,-1.17823618157663e-06,-1.25824048368304e-06,-7984.61404451535,-7744.73751664768,1051.83979049121,1414.65364547141,0.966246815285999,3.28168809976022,18.5609126872659,9.50197890790018,-17.6931925406351,-11.9879417785274,20221117_174837,1,0.0274387734873373,0.167683566819338,0.0643998562680022,1.5701430111356,1,7.23230819588301e-05,1.12246437294821e-06,8.74547029905505e-06,0.0031136441790884,0.00337516006597631,0.00378082836415377,0.00404364767884844,0.00237678264688354,0.00260558400250025,100
1.92383262993012e-06,3.03115265207622e-06,0.001,1e-13,2.35e-06,2.49571672658468e-06,2.5094431757409e-06,2.49571660352831e-06,2.49571672658468e-06,2.34e-06,2.12322728631745e-06,2.16857569957397e-06,2.12322891160745e-06,2.12322728631745e-06,0,108.161686287458,408.13667742963,500000,1,988,687.008602624732,645.372672121181,687.008626574544,687.008602624732,98.9,95.4495016576577,94.7525773973859,95.4495055660389,95.4495016576577,1000.9,1519.84584191584,1751.03749733475,1519.84564843857,1519.84584191584,99.2,103.589837127402,102.191196469028,103.589838409348,103.589837127402,98.7,99.192629317333,95.846856021908,99.1926367811519,99.192629317333,250,0.01,203.682148571636,1.17688147319829e-06,1.14722625734406e-06,1.16329532552541e-06,516.298363717088,516.532883605868,520.233800970353,0,model,1,1,1.45716726584676e-07,1.59443175740899e-07,-2.1677271368255e-07,-1.71424300426033e-07,-300.991397375268,-342.627327878819,-3.45049834234229,-4.14742260261414,518.945841915837,750.137497334745,4.38983712740203,2.9911964690283,0.49262931733297,-2.85314397809204,20221214_165635,2,0.00175151245950691,0.0191819467208442,0.00388049588947156,4.44890669890941,1,0.000208084981388076,0.0012371245722004,0.000423663153275923,0.000387094896491898,0.000386507880392968,0.00171457886087811,0.00161952604786417,0.000202660986384942,0.000205478136815972,100
8.69043175683731e-07,1.41612311271359e-05,0.001,1e-13,1.07e-06,1.00609045426681e-06,8.8447179039485e-07,1.00610304323585e-06,1.00609045426681e-06,2.34e-06,3.85040013571694e-06,3.42047369367797e-06,3.85024933846081e-06,3.85040013571694e-06,0,55.8555562236236,30.3850438006686,500000,1,99.2,67.3444245140512,71.3058277098072,67.3435939072493,67.3444245140512,994,156.235491777514,164.444292738417,156.236908269881,156.235491777514,100.3,137.684105549987,146.774907187142,137.683200686278,137.684105549987,99.2,95.4679720852704,89.9421640436615,95.4691094076117,95.4679720852704,98.7,109.643654122192,109.042428731133,109.642612900621,109.643654122192,250,0.01,204.277387821313,8.18795520452264e-07,7.97664640726797e-07,7.02752799783112e-07,86.2406000242922,85.2102587925197,90.4573545476073,0,model,1,1,-6.39095457331855e-08,-1.8552820960515e-07,1.51040013571694e-06,1.08047369367797e-06,-31.8555754859488,-27.8941722901928,-837.764508222486,-829.555707261583,37.384105549987,46.4749071871415,-3.73202791472963,-9.25783595633854,10.9436541221915,10.3424287311335,20221212_163928,1,0.0501388190631562,0.130498535815399,0.133751605824727,2.36538445186547,1,4.85408899601591e-05,0.000430289628069416,0.000295788567953503,0.000228544675162783,0.000214121148215908,6.7754582651679e-05,6.30679931000798e-05,0.000601569158743944,0.000562477377387234,100
2.85829812343777e-06,9.16603092329577e-08,0.001,1e-13,9.2e-08,9.580005565865e-08,8.96346095200819e-08,9.58000077557309e-08,NaN,2.34e-06,3.17706105211288e-06,2.78381556666284e-06,3.17706339607378e-06,NaN,0,748.689535864268,903.405882827534,500000,1,988,915.149478860474,903.953696547299,915.150024116402,NaN,994,728.114378344662,757.989195637902,728.114440978788,NaN,10029,499999.999782007,499999.965187308,499999.193720634,NaN,0.35,0.0100000052570694,0.0100000000000005,0.0100367639423129,NaN,0.28,25.44690941479,0.0100000000000005,25.446907009451,NaN,250,0.01,3.93199474351247,8.88122649365928e-08,9.29958881849959e-08,8.68385411245302e-08,1652.0954186918,1637.88091617886,1656.43708412523,0,model,1,1,3.80005565865e-09,-2.36539047991806e-09,8.3706105211288e-07,4.43815566662845e-07,-72.8505211395261,-84.0463034527013,-265.885621655338,-236.010804362098,489970.999782007,489970.965187308,-0.339999994742931,-0.339999999999999,25.16690941479,-0.27,20221018_182244,3,0.00142742170368863,0.648909648493835,0.309307406107999,3.00611356618067,1,0.00213997789539833,8.28064625828449e-05,0.00120771774395536,0.00132712526196301,0.00118466832044492,8.76713710108179e-05,8.10255366142518e-05,0.00231326383292221,0.00211010212217904,100
2.86070562542786e-06,1.08620273801478e-07,0.001,1e-13,9.2e-08,3.15803276732655e-07,1.33924834022763e-07,7.43030563132914e-05,3.15803276732655e-07,2.34e-06,2.63142761797153e-06,2.55790112687217e-06,2.87688113732025e-06,2.63142761797153e-06,0,428.798575048402,84.8189642827192,500000,1,99.2,75.6536635420223,83.2201697827128,60.230829744005,75.6536635420223,994,671.602064310813,651.243554275703,820.819083582336,671.602064310813,1000.9,1501.55239549176,1688.04523235459,854.689128044092,1501.55239549176,99.2,120.016086062043,106.4025680216,184.501525845456,120.016086062043,98.7,101.546623014624,101.674115213514,103.636763175931,101.546623014624,250,0.01,207.644981392301,1.04646858864516e-07,2.81964153447714e-07,1.27261750514177e-07,513.617539331122,498.950362440694,511.786750860968,0,model,1,1,2.23803276732655e-07,4.19248340227632e-08,2.91427617971529e-07,2.17901126872169e-07,-23.5463364579777,-15.9798302172872,-322.397935689187,-342.756445724297,500.652395491756,687.145232354593,20.8160860620427,7.20256802159984,2.84662301462353,2.9741152135138,20221209_162613,2,0.00240589955047695,0.0888456930730864,0.00543379568532684,3.1028691810533,1,0.00122666649581642,9.21305912394678e-06,0.000210263708011776,0.000200395006027939,0.000198631746978801,2.38916748434004e-05,1.1145247425496e-05,0.00176727222031416,0.00166581662135006,100
7.49590414322644e-08,1.17371378570415e-07,0.001,1e-13,9.2e-08,9.08863708845712e-08,9.19262518304968e-08,9.08884757030248e-08,NaN,9.2e-08,9.1604375121552e-08,8.98061647558839e-08,9.16305231426763e-08,NaN,0,1099.75703537825,4101.83010525488,500000,1,9837,12267.7577421746,9822.72446211235,12267.647394497,NaN,994,1092.26908029276,993.170955449968,1092.09498784992,NaN,10029,8534.32697694093,10050.6972090588,8534.04130281826,NaN,0.4,0.0100000000111638,0.0100000000002765,0.0100000000075436,NaN,0.28,10.8852424846915,0.0100013034507134,11.0563641504555,NaN,250,0.01,5.02361858707651,4.57444330912352e-08,4.56219802601246e-08,4.54269209222586e-08,5201.58714063313,5207.68223480151,5209.63301636892,0,model,1,1,-1.11362911542879e-09,-7.37481695031945e-11,-3.95624878448008e-10,-2.19383524411614e-09,2430.75774217458,-14.2755378876518,98.2690802927589,-0.829044550032449,-1494.67302305907,21.6972090588206,-0.389999999988836,-0.389999999999724,10.6052424846915,-0.269998696549287,20221219_171012,1,0.000164598431631499,0.0105521875592837,0.00540470967987597,10.205897086624,1,8.24367331803424e-05,0.000481437454115396,0.000166796340758869,0.000183032557263684,0.000163917716211767,0.00111497198007735,0.000902966242565721,0.00010005662656481,8.91928744558984e-05,100
2.03304609410931e-06,9.19182805901662e-08,0.001,1e-13,9.2e-08,9.75687420619201e-08,9.65624857461772e-08,9.7567676185218e-08,NaN,2.34e-06,1.94214666642781e-06,1.79608593176634e-06,1.94255019662256e-06,NaN,0,98.1428655848146,880.150691303818,500000,1,988,1306.0873902219,1184.39079424367,1305.94541306863,NaN,98.9,136.903308048861,137.454461301463,136.874082044841,NaN,10029,2865.72363709861,3612.90566823032,2866.38828760066,NaN,0.4,0.0100000255886854,0.0100001171804551,0.0100000237323415,NaN,98.7,121.218443396232,112.609683781392,121.21976519411,NaN,250,0.01,101.868518002256,8.79422279055901e-08,9.29015912486632e-08,9.16358899943177e-08,978.293556888632,959.732354081316,967.769658499522,0,model,1,1,5.56874206192007e-09,4.56248574617715e-09,-3.97853333572193e-07,-5.43914068233662e-07,318.087390221905,196.390794243672,38.0033080488611,38.5544613014627,-7163.27636290139,-6416.09433176968,-0.389999974411315,-0.389999882819545,22.518443396232,13.909683781392,20221102_174402,3,0.00238731812847425,0.0224076901956202,0.0646778276744706,3.3848528803989,1,0.000199528969541903,8.09019382048931e-05,0.000187628250469132,0.000252750616691841,0.000233100493333963,0.000127433303686887,0.000114367719187058,0.000265886303350035,0.000246880024202078,100
