chamber,meas_ID,meas_idx,Va_rail,Eout_rail,simVSmeasured,rsme_simVSmeasured,circuitValuesKnown,RsolA,RsolB,Ra,Ca,Rb,Cb,Rs,Rsolg,R1g,C1g,R2g,C2g,tau1,tau2,tauMEM12,TER12,TEC12,resnormbest12,RsolAg,RsolBg,Rag,Cag,Rbg,Cbg,Rsg,taua,taub,tauMEMabs,TERabs,TECabs,resnormbestabs,RsolAg_sim,RsolBg_sim,Rag_sim,Cag_sim,Rbg_sim,Cbg_sim,Rsg_sim,taua_sim,taub_sim,tauMEMabs_sim,TERabs_sim,TECabs_sim,resnormbestabs_sim,dRsolA,dRsolB,dRa,dCa,dRb,dCb,dRs,dRsolA_sim,dRsolB_sim,dRa_sim,dCa_sim,dRb_sim,dCb_sim,dRs_sim
model,20221026_174327,3,0,0,0,645.0853839,1,0.4,98.7,99.2,1.07E-06,994,2.34E-06,10029,99.54311335,59.99659232,7.70E-07,31.30032859,1.36E-05,4.62E-05,0.000424177,0.000294586,91.29692092,7.28E-07,0.057386728,17.21317154,95.24959551,37.61063269,2.57E-06,800.3768861,2.16E-06,85.78664238,9.68E-05,0.001728791,0.000170056,77.82003287,1.17E-06,1.023873274,0.363950672,97.94570569,99.87057786,1.18E-06,1022.998569,2.33E-06,8070.121995,0.000118308,0.002385796,0.000319983,985.7173641,7.86E-07,0.051439444,16.81317154,-3.450404491,-61.58936731,1.50E-06,-193.6231139,-1.80E-07,-9943.213358,-0.036049328,-0.754294306,0.670577856,1.15E-07,28.9985685,-7.84E-09,-1958.878005
model,20221026_175104,1,0,0,1,1.527206162,1,0.4,98.7,99.2,1.07E-06,9790,9.20E-08,100.3,93.83923386,2.905466271,1.58E-05,101.7907858,7.53E-08,4.58E-05,7.66E-06,4.48E-05,104.6962521,7.49E-08,0.033307153,50.58161317,53.61294138,42.89352769,2.12E-06,4362.602046,1.01E-07,96.39806235,9.09E-05,0.000441769,9.43E-05,94.33391176,9.66E-08,0.13873277,2.40E-12,102.3523271,51.31513217,2.19E-06,7145.801903,9.55E-08,97.33347408,0.000112212,0.000682746,0.00011628,96.03470522,9.15E-08,0.000541387,50.18161317,-45.08705862,-56.30647231,1.05E-06,-5427.397954,9.26E-09,-3.901937648,-0.4,3.652327141,-47.88486783,1.12E-06,-2644.198097,3.55E-09,-2.966525919
model,20221026_175104,2,0,0,1,3.350804487,1,0.4,98.7,99.2,1.07E-06,9790,9.20E-08,1000.9,100.6378711,298.9019876,3.85E-07,607.0593962,1.08E-07,0.000115182,6.54E-05,9.88E-05,905.9613838,8.42E-08,0.001967574,25.62583019,73.00217339,100.4169739,1.98E-06,10734.00993,9.05E-08,988.37063,0.000198847,0.000971335,0.000206006,905.7441197,8.65E-08,0.157430705,1.02E-09,144.6481915,86.84519194,1.37E-06,9051.793909,1.02E-07,959.3909295,0.000119053,0.000920486,0.000126669,868.2413733,9.47E-08,0.128372753,25.22583019,-25.69782661,1.216973938,9.10E-07,944.0099316,-1.51E-09,-12.52936996,-0.399999999,45.94819153,-12.35480806,3.01E-07,-738.206091,9.69E-09,-41.50907054
model,20221026_175104,3,0,0,1,11.1857334,1,0.4,98.7,99.2,1.07E-06,9790,9.20E-08,10029,103.2322155,4816.029443,9.59E-08,157.2518596,7.14E-07,0.000461801,0.000112211,0.000123265,4973.281303,8.45E-08,0.000896689,22.53995355,40.23905095,103.2263975,2.05E-06,12321.39203,9.11E-08,8355.926844,0.000211678,0.001121986,0.000219241,4995.980677,8.72E-08,0.154018903,1.15E-10,200,99.32240751,1.13E-06,9785.508846,9.54E-08,9726.088142,0.000112707,0.000933823,0.000120958,4902.408607,8.80E-08,0.194114254,22.13995355,-58.46094905,4.026397497,9.81E-07,2531.392025,-9.40E-10,-1673.073156,-0.4,101.3,0.122407506,6.48E-08,-4.491153545,3.43E-09,-302.9118579
model,20221026_175837,1,0,0,1,2.409374773,1,0.4,98.7,99.2,1.07E-06,9790,1.01E-06,100.3,108.9532107,27.60564709,9.05E-06,61.96456475,6.78E-07,0.000249924,4.20E-05,0.000185849,89.57021184,6.31E-07,0.045750287,21.491328,95.63464922,27.80738076,3.86E-06,2062.396654,1.17E-06,83.67297006,0.000107452,0.002415898,0.000138163,80.45238035,8.99E-07,0.734695885,2.06E-10,105.1507975,49.66512255,1.78E-06,6863.659938,9.51E-07,93.98919572,8.84E-05,0.006524802,0.000134608,92.72851743,6.20E-07,0.150868477,21.091328,-3.06535078,-71.39261924,2.79E-06,-7727.603346,1.61E-07,-16.62702994,-0.4,6.450797531,-49.53487745,7.09E-07,-2926.340062,-5.94E-08,-6.310804282
model,20221026_175837,2,0,0,1,7.365744191,1,0.4,98.7,99.2,1.07E-06,9790,1.01E-06,1000.9,110.609612,107.9328915,8.89E-07,788.6021916,1.30E-06,9.60E-05,0.001023063,0.000207568,896.535083,5.28E-07,0.002035296,22.51498638,111.8520006,71.14101563,2.08E-06,7890.910048,1.08E-06,980.6173832,0.000148144,0.008552803,0.00022324,873.0867889,7.13E-07,0.224536408,3.50E-11,104.6102681,91.66673994,1.20E-06,9860.354218,1.02E-06,993.6458397,0.00011016,0.01003743,0.000201599,903.4428331,5.51E-07,0.07964315,22.11498638,13.15200061,-28.05898437,1.01E-06,-1899.089952,7.39E-08,-20.28261685,-0.4,5.910268082,-7.533260056,1.32E-07,70.35421789,7.96E-09,-7.254160308
model,20221026_175837,3,0,0,0,12.93828092,1,0.4,98.7,99.2,1.07E-06,9790,1.01E-06,10029,112.632081,103.2829492,1.06E-06,4856.671593,1.04E-06,0.00010941,0.005052356,0.000212339,4959.954542,5.25E-07,0.000256909,25.88391828,126.8819844,79.89818799,1.77E-06,10566.59923,1.03E-06,9173.519377,0.000141138,0.010852664,0.000221524,4927.637115,6.49E-07,0.275100303,8.75E-13,107.8893893,101.6916466,1.10E-06,10441.54471,1.01E-06,9419.702746,0.000111965,0.010565149,0.000212788,4974.926385,5.27E-07,0.087570792,25.48391828,28.18198444,-19.30181201,6.96E-07,776.5992334,1.71E-08,-855.4806228,-0.4,9.189389285,2.491646559,3.10E-08,651.5447109,1.84E-09,-609.2972541
model,20221026_180613,1,0,0,1,1.618511219,1,0.4,98.7,99.2,1.07E-06,9790,2.34E-06,100.3,99.71131365,60.74451479,7.83E-07,38.37339217,1.36E-05,4.75E-05,0.000523373,0.000339155,99.11790695,7.40E-07,0.063727216,2.76E-10,107.0534561,55.13735499,1.28E-06,2530.50439,2.31E-06,94.93023341,7.08E-05,0.005839986,0.000193848,91.56835792,8.25E-07,1.180822592,8.32E-17,108.0249675,51.410069,1.55E-06,7563.970592,2.24E-06,90.9821732,7.97E-05,0.016935001,0.000193448,89.90802759,9.16E-07,0.444844084,-0.4,8.353456107,-44.06264501,2.15E-07,-7259.49561,-3.22E-08,-5.369766592,-0.4,9.324967503,-47.789931,4.80E-07,-2226.029408,-1.01E-07,-9.317826796
model,20221026_180613,2,0,0,1,3.246572577,1,0.4,98.7,99.2,1.07E-06,9790,2.34E-06,1000.9,100.4296638,98.54316607,9.77E-07,807.5220753,2.89E-06,9.63E-05,0.002333439,0.00033963,906.0652414,7.30E-07,0.001821516,19.07526574,97.66505748,74.36599339,1.83E-06,9634.080817,2.42E-06,977.4026064,0.000136087,0.02330356,0.000313548,888.0025206,1.04E-06,0.213171504,1.35E-12,100.7609322,91.55017144,1.19E-06,10754.43221,2.34E-06,988.2609077,0.00010859,0.025135094,0.000319837,905.732638,7.87E-07,0.051217768,18.67526574,-1.034942523,-24.83400661,7.60E-07,-155.9191826,7.89E-08,-23.49739362,-0.4,2.060932231,-7.649828559,1.16E-07,964.4322133,-2.82E-09,-12.63909232
model,20221026_180613,3,0,0,1,6.738102401,1,0.4,98.7,99.2,1.07E-06,9790,2.34E-06,10029,101.0410631,100.3550355,1.05E-06,4871.211835,2.40E-06,0.000105366,0.011685499,0.00033912,4971.56687,7.30E-07,9.82E-05,17.31184471,84.03587488,84.63966077,2.04E-06,9960.981939,2.35E-06,9808.685571,0.000172661,0.02339396,0.000368313,4962.86991,1.09E-06,0.163218324,0.038759249,85.14329026,97.99562516,1.40E-06,9815.385837,2.33E-06,10027.02089,0.000137246,0.022886013,0.000362122,4984.938683,8.75E-07,0.04402286,16.91184471,-14.66412512,-14.56033923,9.70E-07,170.9819388,8.56E-09,-220.3144287,-0.361240751,-13.55670974,-1.204374844,3.31E-07,25.38583687,-8.35E-09,-1.979105662
model,20221101_173903,1,0,0,1,1.740311128,1,0.4,98.7,99.2,2.35E-06,98.9,9.20E-08,100.3,83.77570819,16.72880302,8.99E-06,65.54890662,5.24E-08,0.000150344,3.43E-06,0.000120474,82.27770964,5.21E-08,0.379127495,16.65054242,111.3437408,22.22581564,1.05E-05,29.78906164,6.70E-07,146.1932692,0.000232596,2.00E-05,0.000141734,38.3648457,6.30E-07,1.388849527,0.04507958,80.06683079,48.77529496,3.71E-06,110.70239,4.64E-08,184.5990459,0.000180872,5.13E-06,0.000127123,85.56064925,4.58E-08,0.005567035,16.25054242,12.64374078,-76.97418436,8.12E-06,-69.11093836,5.78E-07,45.89326919,-0.35492042,-18.63316921,-50.42470504,1.36E-06,11.80238997,-4.56E-08,84.2990459
model,20221101_173903,2,0,0,1,2.083974812,1,0.4,98.7,99.2,2.35E-06,98.9,9.20E-08,1000.9,100.44952,74.7562935,2.83E-06,90.12760311,9.26E-08,0.000211271,8.34E-06,0.000119265,164.8838966,8.96E-08,0.046904949,13.50936513,111.3635746,73.88393301,3.25E-06,72.34597254,2.04E-07,4095.582149,0.000239942,1.47E-05,0.000126158,141.1888559,1.92E-07,0.385402254,1.76E-13,98.15824736,89.58180647,2.52E-06,96.92309124,8.96E-08,1537.093279,0.000225808,8.68E-06,0.000121518,166.3238153,8.65E-08,0.006575878,13.10936513,12.66357465,-25.31606699,8.98E-07,-26.55402746,1.12E-07,3094.682149,-0.4,-0.541752642,-9.618193534,1.71E-07,-1.976908761,-2.42E-09,536.1932785
model,20221101_173903,3,0,0,1,2.264513669,1,0.4,98.7,99.2,2.35E-06,98.9,9.20E-08,10029,100.93197,96.39995461,2.38E-06,97.53652615,9.37E-08,0.000229797,9.14E-06,0.000120115,193.9364808,9.02E-08,0.029536167,9.315037085,113.4421332,91.55442117,2.71E-06,81.39700826,1.76E-07,4999979.075,0.00024797,1.43E-05,0.000124292,172.9454472,1.65E-07,0.277746822,8.75E-24,99.25534219,98.90548005,2.36E-06,98.88275367,9.24E-08,10573.92331,0.000233896,9.14E-06,0.000121503,194.1564817,8.89E-08,0.00675896,8.915037085,14.74213316,-7.645578831,3.58E-07,-17.50299174,8.41E-08,4989950.075,-0.4,0.555342191,-0.29451995,1.48E-08,-0.017246334,3.86E-10,544.9233087
model,20221101_174821,1,0,0,1,1.896072492,1,0.4,98.7,99.2,2.35E-06,98.9,1.01E-06,100.3,105.1747984,17.17368727,5.67E-06,43.64154967,9.99E-07,9.73E-05,4.36E-05,8.22E-05,60.81523694,8.50E-07,0.100215598,22.38730921,80.50606716,25.83731801,1.09E-05,95.20611929,8.62E-07,131.9023734,0.000281316,8.21E-05,0.000238785,63.11990944,7.99E-07,0.542635557,1.10E-10,99.55353202,49.00224166,3.55E-06,92.32111651,9.08E-07,123.8976143,0.000173729,8.38E-05,0.000142559,66.01901334,7.23E-07,0.020934555,21.98730921,-18.19393284,-73.36268199,8.54E-06,-3.693880707,-1.48E-07,31.60237339,-0.4,0.853532019,-50.19775834,1.20E-06,-6.57888349,-1.02E-07,23.59761428
model,20221101_174821,2,0,0,1,2.643252904,1,0.4,98.7,99.2,2.35E-06,98.9,1.01E-06,1000.9,106.0917928,73.20404681,2.75E-06,86.25628134,1.06E-06,0.000201244,9.18E-05,0.000151004,159.4603281,7.67E-07,0.0174001,18.86697838,80.60858638,70.03526307,3.82E-06,106.5846827,8.01E-07,2934.480303,0.000267718,8.53E-05,0.000195393,166.5930733,6.62E-07,0.496147448,3.04E-13,99.6853475,90.33949144,2.49E-06,97.06189658,9.95E-07,1372.965915,0.000225126,9.66E-05,0.000163172,164.8943282,7.11E-07,0.020477533,18.46697838,-18.09141362,-29.16473693,1.47E-06,7.684682662,-2.09E-07,1933.580303,-0.4,0.9853475,-8.860508559,1.42E-07,-1.838103419,-1.47E-08,372.0659148
model,20221101_174821,3,0,0,1,2.87284804,1,0.4,98.7,99.2,2.35E-06,98.9,1.01E-06,10029,106.2326441,104.6496453,2.10E-06,84.02886862,1.19E-06,0.000219912,9.99E-05,0.000153353,188.678514,7.59E-07,0.012726754,18.16665272,81.88976449,82.26592795,3.40E-06,113.1652045,8.34E-07,4999219.048,0.000279798,9.44E-05,0.000201764,195.4234929,6.70E-07,0.535449705,9.51E-09,99.74617578,99.32562952,2.38E-06,99.15012118,1.01E-06,8264.213186,0.00023631,0.000100456,0.000168323,193.8208917,7.11E-07,0.021557798,17.76665272,-16.81023551,-16.93407205,1.05E-06,14.26520451,-1.76E-07,4989190.048,-0.39999999,1.046175778,0.12562952,2.91E-08,0.250121182,3.17E-09,-1764.786814
model,20221101_175555,1,0,0,1,1.717508301,1,0.4,98.7,99.2,2.35E-06,98.9,2.34E-06,100.3,93.60207224,65.91432544,1.21E-06,6.618047347,2.74E-07,7.95E-05,1.82E-06,8.90E-06,72.53237279,2.24E-07,0.05551634,22.10478988,74.67451539,17.07463181,1.12E-05,67.41377965,1.14E-06,389.6982298,0.000190532,7.68E-05,0.000167556,69.43465193,1.03E-06,0.482125461,8.78E-12,99.08185309,46.25875808,2.97E-06,82.0580634,1.93E-06,138.5681351,0.000137377,0.000158425,0.000144965,66.62279838,1.17E-06,0.035735703,21.70478988,-24.02548461,-82.12536819,8.81E-06,-31.48622035,-1.20E-06,289.3982298,-0.4,0.381853086,-52.94124192,6.20E-07,-16.8419366,-4.09E-07,38.26813509
model,20221101_175555,2,0,0,1,2.156516988,1,0.4,98.7,99.2,2.35E-06,98.9,2.34E-06,1000.9,40.57013374,165.2668894,1.17E-06,59.71581282,3.36E-09,0.000192681,2.01E-07,5.13E-05,224.9827022,3.35E-09,0.014286086,16.66473814,87.84434457,979615.4934,3.82E-06,4994804.656,1.81E-06,162.1848167,3.739643117,9.052059284,4.610710945,162.1804141,1.23E-06,0.729532763,2.23E-09,99.13987348,106.5966783,2.57E-06,133.2821284,2.16E-06,532.1790264,0.00027404,0.000287455,0.000280001,165.3483254,1.17E-06,0.022445341,16.26473814,-10.85565543,979516.2934,1.47E-06,4994705.756,-5.28E-07,-838.7151833,-0.399999998,0.439873478,7.396678285,2.21E-07,34.38212841,-1.83E-07,-468.7209736
model,20221101_175555,3,0,0,1,2.418585072,1,0.4,98.7,99.2,2.35E-06,98.9,2.34E-06,10029,33.61896832,194.4168659,1.17E-06,67.0315088,3.64E-09,0.000227417,2.44E-07,5.85E-05,261.4483747,3.62E-09,0.013515511,16.021161,88.5222345,4895182.203,3.58E-06,2215033.157,1.84E-06,191.6477941,17.51743241,4.084910557,8.269520978,191.6426286,1.22E-06,0.560082212,9.76E-11,99.14657504,124.2453924,2.54E-06,149.9741227,2.18E-06,665.9136635,0.000315088,0.00032726,0.000320603,194.2347383,1.17E-06,0.020265274,15.621161,-10.1777655,4895083.003,1.23E-06,2214934.257,-4.96E-07,-9837.352206,-0.4,0.446575038,25.0453924,1.86E-07,51.07412271,-1.58E-07,-9363.086336
model,20221101_180559,1,0,0,1,1.744200852,1,0.4,98.7,99.2,2.35E-06,994,9.20E-08,100.3,92.70801259,97.06540369,7.57E-08,2.012770953,3.42E-05,7.35E-06,6.88E-05,6.76E-05,99.07817465,7.56E-08,0.04793101,56.84000297,40.96280451,72.51622694,5.87E-06,2058.38937,8.79E-08,98.22279127,0.000425755,0.00018086,0.000417421,93.89476926,8.66E-08,0.110018091,3.97E-23,102.9074569,48.4490604,4.57E-06,908.0159016,9.96E-08,97.00063625,0.000221438,9.04E-05,0.0002148,88.06904565,9.74E-08,0.000847839,56.44000297,-57.73719549,-26.68377306,3.52E-06,1064.38937,-4.14E-09,-2.077208733,-0.4,4.207456936,-50.7509396,2.22E-06,-85.98409838,7.56E-09,-3.299363746
model,20221101_180559,2,0,0,1,2.993071191,1,0.4,98.7,99.2,2.35E-06,994,9.20E-08,1000.9,101.1229283,19.84853732,8.34E-06,499.2628276,8.90E-08,0.000165505,4.44E-05,0.000160875,519.1113649,8.81E-08,0.003446231,29.64531525,61.97193011,69.40552717,4.62E-06,1048.254263,8.71E-08,1001.438588,0.000320318,9.13E-05,0.000306094,528.1810667,8.55E-08,0.195031949,3.11E-10,101.0861871,72.8701279,2.92E-06,774.7736009,9.14E-08,1353.28816,0.00021292,7.08E-05,0.000200703,521.1911499,8.86E-08,0.036340526,29.24531525,-36.72806989,-29.79447283,2.27E-06,54.25426279,-4.92E-09,0.538587788,-0.4,2.386187134,-26.3298721,5.72E-07,-219.2263991,-6.04E-10,352.3881597
model,20221101_180559,3,0,0,1,5.640064961,1,0.4,98.7,99.2,2.35E-06,994,9.20E-08,10029,101.7310593,887.5975059,9.15E-08,91.22757255,2.31E-06,8.12E-05,0.000211144,0.000199031,978.8250785,8.80E-08,0.002357259,28.6652866,54.34301489,72.80030248,4.41E-06,1014.430504,8.67E-08,11963.06043,0.000321334,8.79E-05,0.000305707,996.6526879,8.50E-08,0.25012835,1.64E-10,107.1966186,90.03356248,2.54E-06,889.7754482,9.24E-08,4660622.262,0.000228348,8.22E-05,0.000214919,979.6030673,8.91E-08,0.06537144,28.2652866,-44.35698511,-26.39969752,2.06E-06,20.43050403,-5.31E-09,1934.060428,-0.4,8.496618647,-9.166437524,1.86E-07,-104.2245518,3.88E-10,4650593.262
model,20221101_181324,1,0,0,1,4.684240238,1,0.4,98.7,99.2,2.35E-06,994,1.01E-06,100.3,120.4488224,6.310225504,5.28E-05,64.70618194,1.20E-06,0.000333273,7.76E-05,0.000310558,71.01640745,1.17E-06,0.061409693,20.42615806,101.4288323,27.00018003,1.50E-05,619.2790399,1.37E-06,77.34233421,0.000403742,0.00085117,0.000422435,69.07580783,1.26E-06,0.632694219,0.184518729,98.52615957,52.91510666,3.77E-06,995.7562282,8.62E-07,100.6907396,0.000199251,0.000858469,0.000232515,91.86965069,7.02E-07,0.070950297,20.02615806,2.728832331,-72.19981997,1.26E-05,-374.7209601,3.64E-07,-22.95766579,-0.215481271,-0.173840427,-46.28489334,1.42E-06,1.756228215,-1.48E-07,0.390739596
model,20221101_181324,2,0,0,0,13.5742191,1,0.4,98.7,99.2,2.35E-06,994,1.01E-06,1000.9,127.2389663,364.2170195,1.54E-06,128.4448857,1.53E-06,0.000560139,0.000197076,0.000291732,492.6619052,7.68E-07,0.003696022,20.0504951,119.9125652,85.7477474,4.50E-06,1088.586362,1.10E-06,811.7463599,0.000385621,0.001202612,0.000445276,479.9712064,8.87E-07,0.64854043,5.13E-14,102.8753458,91.46449285,2.53E-06,995.5188565,1.01E-06,994.661904,0.000231527,0.00100134,0.000296303,519.387694,7.20E-07,0.060715197,19.6504951,21.21256515,-13.4522526,2.15E-06,94.58636249,9.47E-08,-189.1536401,-0.4,4.175345846,-7.735507154,1.81E-07,1.518856532,-4.15E-09,-6.238096031
model,20221101_181324,3,0,0,0,18.14929873,1,0.4,98.7,99.2,2.35E-06,994,1.01E-06,10029,128.7646833,842.9706252,1.12E-06,108.754704,2.15E-06,0.000943665,0.000233918,0.000315021,951.7253292,7.36E-07,0.001871988,20.06699587,129.989049,96.92190037,3.93E-06,1131.360027,1.08E-06,3873.450416,0.000380744,0.001217081,0.000446738,932.5634556,8.45E-07,0.681100272,1.11E-10,106.3680553,99.42670323,2.36E-06,996.0513425,1.02E-06,9376.114297,0.000234666,0.001019088,0.000305861,980.8754037,7.14E-07,0.062316508,19.66699587,31.28904902,-2.278099634,1.58E-06,137.3600273,6.58E-08,-6155.549584,-0.4,7.668055316,0.22670323,1.02E-08,2.051342457,1.31E-08,-652.8857031
model,20221102_165139,1,0,0,1,1.698797501,1,0.4,98.7,99.2,2.35E-06,994,2.34E-06,100.3,100.2093685,19.58300236,2.48E-05,71.46452589,1.26E-06,0.000484749,8.98E-05,0.0003998,91.04752825,1.20E-06,0.046980038,18.3556032,87.52925406,48.39045589,6.99E-06,1092.068403,1.89E-06,91.07616953,0.000338402,0.00206509,0.000411667,84.34077958,1.49E-06,0.718910866,9.20E-12,100.9736818,52.71602978,3.32E-06,960.049104,1.92E-06,98.09369162,0.000175157,0.001841866,0.000261912,89.43158973,1.22E-06,0.158635189,17.9556032,-11.17074594,-50.80954411,4.64E-06,98.06840286,-4.49E-07,-9.223830466,-0.4,2.273681801,-46.48397022,9.73E-07,-33.95089598,-4.21E-07,-2.206308378
model,20221102_165139,2,0,0,1,3.124944791,1,0.4,98.7,99.2,2.35E-06,994,2.34E-06,1000.9,100.6595245,410.170687,2.99E-06,108.6126738,1.91E-06,0.001227821,0.000206977,0.000420702,518.7833608,1.16E-06,0.004339956,18.65765582,99.44241416,82.76082786,3.99E-06,1098.607922,2.35E-06,873.9773036,0.000330443,0.00258493,0.000488381,502.3433755,1.48E-06,0.745382174,2.90E-13,101.0389244,91.3528973,2.46E-06,996.1744916,2.30E-06,997.5203454,0.000225042,0.002296139,0.000399015,520.2905808,1.19E-06,0.028946342,18.25765582,0.742414159,-16.43917214,1.64E-06,104.6079216,1.29E-08,-126.9226964,-0.4,2.338924429,-7.8471027,1.13E-07,2.174491617,-3.50E-08,-3.379654622
model,20221102_165139,3,0,0,1,5.197830881,1,0.4,98.7,99.2,2.35E-06,994,2.34E-06,10029,100.8419097,876.634921,2.41E-06,102.017807,2.26E-06,0.00211216,0.000230186,0.000426369,978.6527281,1.17E-06,0.001105252,19.28256391,103.8616428,90.9006701,3.64E-06,1106.02412,2.37E-06,4841.071503,0.000330628,0.002615832,0.000504178,959.6558544,1.43E-06,0.754363697,3.93E-09,100.1089548,99.59056661,2.39E-06,1005.965426,2.34E-06,9036.520536,0.000238149,0.002355875,0.000428918,985.0427967,1.18E-06,0.026970778,18.88256391,5.161642819,-8.299329899,1.29E-06,112.0241198,2.51E-08,-5187.928497,-0.399999996,1.408954841,0.390566609,4.13E-08,11.96542564,1.90E-09,-992.4794643
model,20221102_165934,1,0,0,1,1.904322344,1,0.4,98.7,99.2,2.35E-06,9790,9.20E-08,100.3,59.45730883,90.87610259,3.66E-08,49.05174982,2.54E-07,3.32E-06,1.24E-05,9.25E-06,139.9278524,3.20E-08,0.049139426,51.28583409,50.66073911,4999989.902,4.02E-06,1691162.189,9.68E-08,97.45237902,20.09870378,0.163706843,5.20219836,97.45095971,9.45E-08,0.149479869,3.23E-15,103.3223537,51.73150338,4.63E-06,7200.964673,9.98E-08,96.36376757,0.000239739,0.000718872,0.000243157,95.10020791,9.77E-08,0.000922366,50.88583409,-48.03926089,4999890.702,1.67E-06,1681372.189,4.80E-09,-2.84762098,-0.4,4.622353687,-47.46849662,2.28E-06,-2589.035327,7.83E-09,-3.936232429
model,20221102_165934,2,0,0,1,3.211288672,1,0.4,98.7,99.2,2.35E-06,9790,9.20E-08,1000.9,100.5713955,232.9328445,4.52E-07,673.8361139,1.09E-07,0.000105177,7.35E-05,9.70E-05,906.7689584,8.78E-08,0.002989604,29.19875195,60.19629207,131.7034296,4.54E-06,14108.32353,8.86E-08,978.4686936,0.000597337,0.001250415,0.000603377,915.5583372,8.69E-08,0.138690629,6.49E-10,154.5936551,83.88192195,2.92E-06,8676.71805,1.04E-07,953.2263113,0.000245132,0.000904163,0.000251442,859.6853755,1.01E-07,0.163185682,28.79875195,-38.50370793,32.50342962,2.19E-06,4318.323525,-3.37E-09,-22.43130641,-0.399999999,55.89365509,-15.31807805,5.72E-07,-1113.28195,1.22E-08,-47.67368867
model,20221102_165934,3,0,0,0,13.36163668,1,0.4,98.7,99.2,2.35E-06,9790,9.20E-08,10029,103.8388015,4742.955138,9.74E-08,227.0139732,9.42E-07,0.000462187,0.000213842,0.000225186,4969.969111,8.83E-08,0.001824577,26.89470877,25.30883987,136.7456069,4.88E-06,16109.64527,9.04E-08,7226.004003,0.00066739,0.001455665,0.000674025,5001.470285,8.87E-08,0.1841096,4.21E-12,200,97.83647449,2.44E-06,9594.454821,9.56E-08,9916.515449,0.000239003,0.000917064,0.000245848,4901.560693,9.20E-08,0.229838125,26.49470877,-73.39116013,37.54560691,2.53E-06,6319.645267,-1.64E-09,-2802.995997,-0.4,101.3,-1.363525507,9.29E-08,-195.5451786,3.58E-09,-112.4845511
model,20221102_170734,1,0,0,1,1.807282548,1,0.4,98.7,99.2,2.35E-06,9790,1.01E-06,100.3,102.7502201,12.81606123,2.65E-05,83.57339572,7.83E-07,0.000339158,6.55E-05,0.000302769,96.38945695,7.61E-07,0.03612276,20.54749316,84.88188221,51.80227064,8.69E-06,3165.42063,9.42E-07,95.23628419,0.000450329,0.00298064,0.000491071,92.49815239,8.50E-07,0.571208326,0.219545036,98.78234601,53.55845276,3.90E-06,7011.871168,8.72E-07,99.93764086,0.000208876,0.006111297,0.000253618,98.54377901,7.12E-07,0.111806423,20.14749316,-13.81811779,-47.39772936,6.34E-06,-6624.57937,-6.84E-08,-5.063715814,-0.180454964,0.08234601,-45.64154724,1.55E-06,-2778.128832,-1.38E-07,-0.362359138
model,20221102_170734,2,0,0,1,4.551547368,1,0.4,98.7,99.2,2.35E-06,9790,1.01E-06,1000.9,103.2293204,766.8459378,1.34E-06,136.8301292,1.50E-06,0.001028886,0.000204854,0.000329625,903.676067,7.08E-07,0.003039447,20.73281099,105.0259704,81.32380827,4.61E-06,10757.26073,1.06E-06,960.6107414,0.000375048,0.011377544,0.000457602,882.4043066,8.60E-07,0.627873751,9.08E-11,104.7140727,89.7485528,2.51E-06,9277.65818,1.01E-06,1000.273312,0.000225605,0.009412019,0.000313619,903.7669875,7.23E-07,0.055113684,20.33281099,6.325970351,-17.87619173,2.26E-06,967.2607297,4.77E-08,-40.28925857,-0.4,6.014072696,-9.451447199,1.64E-07,-512.3418197,4.48E-09,-0.626687567
model,20221102_170734,3,0,0,1,9.371795819,1,0.4,98.7,99.2,2.35E-06,9790,1.01E-06,10029,106.4274332,4857.650598,1.04E-06,109.3029505,2.27E-06,0.005052773,0.000247858,0.000353595,4966.953548,7.13E-07,0.000412429,30.17141719,156.8174366,77.50410181,3.96E-06,10632.78449,1.04E-06,9064.756673,0.000306944,0.011020634,0.000384473,4909.52909,8.21E-07,0.637107591,1.74E-10,123.2185029,97.07385325,2.11E-06,9392.404592,1.02E-06,10413.58114,0.000205095,0.009551786,0.000300708,4965.038333,6.87E-07,0.050866901,29.77141719,58.11743661,-21.69589819,1.61E-06,842.7844883,2.65E-08,-964.2433269,-0.4,24.51850289,-2.126146752,-2.37E-07,-397.5954085,6.97E-09,384.5811432
model,20221102_171525,1,0,0,1,1.760549564,1,0.4,98.7,99.2,2.35E-06,9790,2.34E-06,100.3,99.95190761,70.52436264,1.25E-06,28.496569,2.02E-05,8.82E-05,0.000575748,0.000435453,99.02093164,1.18E-06,0.051576815,17.61258922,90.78075259,40.98006358,6.80E-06,4119.153056,2.12E-06,91.08205846,0.00027868,0.008747713,0.000362106,89.13063022,1.62E-06,0.984146998,4.60E-10,102.681583,50.57755912,3.35E-06,6304.584315,2.03E-06,96.41353415,0.00016921,0.012818299,0.000269877,94.9727125,1.26E-06,0.262772579,17.21258922,-7.919247414,-58.21993642,4.45E-06,-5670.846944,-2.16E-07,-9.217941537,-0.4,3.981583037,-48.62244088,9.96E-07,-3485.415685,-3.07E-07,-3.886465847
