meas_ID,meas_idx,t,f,w,x,y,Zr,xfit,yfit,Zrfit,xfit_sim,yfit_sim,Zrfit_sim
20221108_171100,2,49.3509098754,26.265,165.027862093072,1007.85291936385,-14.3230577745796,7.96920916130936,1008.41756969555,-12.2963397459117,9.11557876186845,1008.84351364701,-12.1006233285745,8.3553710042856
20221108_171100,2,61.325130845168,29.2686,183.900037481716,1005.7414305402,-14.9083100791178,8.25185331615292,1008.37369495504,-13.7017472176387,9.11395107901927,1008.80219672847,-13.48373938266,8.3543187684175
20221108_171100,2,72.089332817991,32.6151,204.926717112193,1007.40864293401,-14.6180714119695,10.7646423742521,1008.31922935554,-15.2673044383556,9.1119315612411,1008.75090554951,-15.024494918222,8.35301308215933
20221108_171100,2,64.593192836917,35.0655,220.323034388906,1004.92555631573,-17.1536497540837,8.48570801632428,1008.27561845216,-16.4134313985482,9.11031537525825,1008.70983575891,-16.1524868152937,8.35196804876261
20221108_171100,2,68.286261827593,35.2891,221.727954623591,1006.09837219805,-17.1856075851053,8.27928161009397,1008.27148199664,-16.5180062338864,9.11016212081188,1008.70594029506,-16.2554079547177,8.35186894842802
20221108_171100,2,45.707841884598,36.538,229.575024753728,1009.81776046338,-18.3670968022425,9.71757151344965,1008.24789553828,-17.1020696284548,9.10928837980402,1008.68372789247,-16.8302383888168,8.35130393571054
20221108_171100,2,57.152056855704,40.716,255.826172967124,1004.1373062289,-22.1989708202906,9.03948729865991,1008.16304230868,-19.0555599071891,9.10614689321523,1008.60381645662,-18.7528882992572,8.34927221803197
20221108_171100,2,68.286261827593,45.3717,285.07879880176,1006.26268322255,-20.8894717782148,7.49177467370116,1008.05770403644,-21.2316109399871,9.10225098024624,1008.50460990535,-20.8946657206059,8.34675204912982
20221108_171100,2,61.325130845168,48.781,306.500062469527,1007.41297739627,-23.3657981438145,9.11365990444055,1007.97336288233,-22.8245161691367,9.09913481626845,1008.42517575181,-22.4625411886883,8.34473585381495
20221108_171100,2,64.593192836917,49.0917,308.452248144468,1007.16869537424,-24.8476105468281,10.5655092694362,1007.96537398843,-22.9696564315475,9.09883979575183,1008.41765154034,-22.6054034593635,8.34454495237059
20221108_171100,2,42.364781893039,50.83,319.374309163938,1002.77038790094,-23.0333351373878,11.0339310524026,1007.91974562846,-23.7816016823896,9.09715527830575,1008.37467682233,-23.4046135790843,8.34345487219014
20221108_171100,2,53.128979865862,56.643,355.898465354573,1009.51625046798,-36.0771982508064,9.57152154195087,1007.75567950404,-26.4957224446741,9.09110505571401,1008.22014707097,-26.0762735205697,8.33953875569408
20221108_171100,2,64.593192836917,63.1179,396.58146190003,1003.07462927082,-19.6488686677286,8.99863505651189,1007.55214524808,-29.5167516159377,9.0836141399564,1008.02843166107,-29.0502563355696,8.33468814440646
20221108_171100,2,57.152056855704,67.86,426.376954945207,1008.66874056118,-25.5248817132379,8.69189510993973,1007.38920477394,-31.727729582404,9.07762899001084,1007.87494355137,-31.2269614227912,8.33081099116504
20221108_171100,2,61.325130845168,68.2934,429.100087457338,1007.90437243884,-33.8518408312735,9.80423851150247,1007.373728512,-31.9297297024936,9.07706105581547,1007.86036465601,-31.4258373919051,8.33044301331002
20221108_171100,2,39.131720901201,70.711,444.290316255976,1009.4063788949,-33.7597936391565,9.71435373804001,1007.28560396973,-33.0563066025504,9.07382892769831,1007.77734845655,-32.5350131946628,8.32834860217245
20221108_171100,2,49.3509098754,78.795,495.083586279216,1005.2165734034,-38.0845750258514,8.22436924346338,1006.96885475133,-36.82046588034,9.0622366320554,1007.47894039231,-36.2413245399912,8.3208334693367
20221108_171100,2,61.325130845168,87.8058,551.700112445149,1005.11705991598,-41.2151653717318,9.12744122239129,1006.57582357916,-41.0104421150046,9.04790683924786,1007.10862400803,-40.3674876539158,8.31153640524603
20221108_171100,2,53.128979865862,94.405,593.164108924289,1005.2411492765,-46.0817341029735,8.92489277932661,1006.26133186289,-44.0748297809714,9.0364835723785,1006.81227331292,-43.3856298478892,8.30411933466814
20221108_171100,2,57.152056855704,95.004,596.927736923289,1002.58420476684,-44.1020810543074,9.3727477519635,1006.23167290823,-44.3527931177985,9.03540823551783,1006.78432360273,-43.6594172444236,8.30342086160446
20221108_171100,2,36.163664908695,98.368,618.064372296642,1005.44763505247,-44.9251246663994,9.25238210802275,1006.06167131653,-45.9132436832078,9.02925104324227,1006.62411390173,-45.1964851518764,8.29942065745739
20221108_171100,2,45.707841884598,109.614,688.725074261183,1005.85179598822,-50.5601261380399,9.15865534810346,1005.45109715025,-51.1221374236185,9.00722797082905,1006.04863368336,-50.3281098344346,8.28510060639477
20221108_171100,2,57.152056855704,122.148,767.478518901372,1002.21713373068,-56.656322989948,9.11303293100137,1004.69428182642,-56.912303762859,8.98012577925404,1005.33515601859,-56.0339290781609,8.26745200377028
20221108_171100,2,49.3509098754,131.325,825.139310465359,1003.80543774148,-61.3090960673147,11.117634607935,1004.08944667721,-61.1404711825305,8.95862006047821,1004.76482666748,-60.2016352921565,8.25342737841289
20221108_171100,2,53.128979865862,132.167,830.429752494004,1002.13159710225,-61.7127709054881,8.24002930264624,1004.0318140012,-61.5279073990584,8.95657793014476,1004.71047594338,-60.5835821264061,8.25209469732035
20221108_171100,2,33.200612916176,136.84,859.791077434455,1005.95574327886,-65.5759563744932,10.4960587597856,1003.70544585515,-63.6765403718885,8.94503663973616,1004.40267349383,-62.70193309413,8.24455987122788
20221108_171100,2,42.364781893039,152.49,958.122927491815,1003.06216886465,-70.3596811322876,7.89932698769967,1002.53239945647,-70.8517379760915,8.90387555749538,1003.29608022627,-69.7780880790773,8.21764526759392
20221108_171100,2,53.128979865862,169.929,1067.69539606372,1000.57157808464,-78.9883762997163,9.95296580785872,1001.08128538672,-78.8065789420168,8.85364063491669,1001.92657162527,-77.6272149674599,8.18470803244909
20221108_171100,2,45.707841884598,182.69,1147.87512376864,1002.99311993569,-85.0118260377938,8.47594901517619,999.924346691015,-84.5979308205669,8.81411914391735,1000.83421781576,-83.3445887460762,8.15872619149515
20221108_171100,2,49.3509098754,183.855,1155.1950346515,999.441810787123,-84.7766088002979,8.8247880445181,999.814755270782,-85.1253277175079,8.8103994384825,1000.73072221628,-83.8653817370443,8.15627769021805
20221108_171100,2,30.412560923215,190.37,1196.12998692778,999.503775516885,-89.2522464914098,8.77141905628595,999.189714893609,-88.0704717696783,8.78926305802381,1000.14037564095,-86.774071955361,8.14235442428203
20221108_171100,2,39.131720901201,212.133,1332.87094876793,997.643645027476,-98.3289445450339,7.32803416943938,996.953335860281,-97.8543988847627,8.71471289552735,998.027111353007,-96.4423504962043,8.09310702925857
20221108_171100,2,49.3509098754,236.385,1485.25075883765,995.468116375928,-109.098442120061,7.96528316429694,994.196353918487,-108.651319784357,8.62504937802415,995.419701523362,-107.12229404838,8.03358997319272
20221108_171100,2,42.364781893039,254.15,1596.87154581969,992.819520211725,-117.07294301839,7.8679127532545,992.003485128576,-116.483261671704,8.55542958459909,993.344053676583,-114.877111391755,7.98716252704666
20221108_171100,2,45.707841884598,255.766,1607.02517327609,992.860902651286,-117.083609392006,6.48746682286605,991.796852490861,-117.192297585298,8.54894471076331,993.148386565721,-115.579507221602,7.98282838667379
20221108_171100,2,27.974515929371,264.82,1663.9131330473,989.403808439169,-121.309728094615,8.81393176063271,990.617311183752,-121.154011863037,8.51217015611842,992.031175854936,-119.505208266744,7.95821944339906
20221108_171100,2,36.163664908695,295.104,1854.19311688992,987.532870286847,-136.576797295409,7.98378648470587,986.407150331814,-134.266153512947,8.38419197138282,988.039799200588,-132.512067359807,7.87217043187641
20221108_171100,2,45.707841884598,328.842,2066.17522278355,982.451447149841,-149.019482773111,8.797731327599,981.251794884064,-148.604068100016,8.23408824864266,983.144423901171,-146.761687322664,7.77043806140858
20221108_171100,2,39.131720901201,353.555,2221.45158127988,977.764815029566,-159.03047202201,7.20146374918998,977.177448864001,-158.912850742057,8.12025863777754,979.269314201794,-157.026206729587,7.69271054450398
20221108_171100,2,42.364781893039,355.81,2235.62016414757,977.568618656935,-160.17551876899,10.1705973352224,976.793514208344,-159.844988179312,8.10974023698394,978.903868615188,-157.955189006077,7.68550292886357
20221108_171100,2,23.765437939998,368.4,2314.72546716496,975.213431322041,-164.665550939046,8.32744022058729,974.613374291488,-165.022408948564,8.05066963696848,976.827781140394,-163.117750698898,7.64494623540727
20221108_171100,2,33.200612916176,410.52,2579.37323230336,968.177760964751,-180.913654998234,8.16479975904789,966.883267300977,-182.001425756702,7.84979406273691,969.453700819191,-180.081599319245,7.50602304860771
20221108_171100,2,42.364781893039,457.47,2874.36878247545,958.371958224968,-200.627744283116,9.68945198167466,957.523060066606,-200.273950765613,7.62290856349462,960.49733653374,-198.401010914357,7.34724178430556
20221108_171100,2,36.163664908695,491.84,3090.32186148321,950.840930012162,-212.916321963752,7.14670377980774,950.21400784667,-213.190850856688,7.45688320498749,953.482605520955,-211.395044731515,7.22979338013641
20221108_171100,2,39.131720901201,494.977,3110.03221379183,950.841331547443,-214.956556800709,7.99656741456629,949.528841821944,-214.349888793491,7.4417833466004,952.824077004268,-212.562910789996,7.21905864634268
20221108_171100,2,21.127386946658,512.5,3220.13246992954,946.659797197823,-220.404263679551,7.55358255824665,945.648370866581,-220.761957458175,7.35768992100504,949.091371889086,-219.0297356935,7.15911352363926
20221108_171100,2,30.412560923215,571.11,3588.38996078333,932.543117091414,-241.275533991095,6.36978923212227,932.055541746681,-241.427797690506,7.0808625256535,935.974359502027,-239.944211514371,6.95983294442723
20221108_171100,2,39.131720901201,636.399,3998.61284630378,917.215680464894,-262.53146740632,5.52941645134436,915.935929259919,-262.999200247349,6.78393247271201,920.333929015056,-261.903995525263,6.74271686675983
20221108_171100,2,33.200612916176,684.2,4298.95538717227,903.962696590999,-278.291195393794,6.24026138272971,903.587302673709,-277.808344456733,6.57610540320628,908.28943333957,-277.063990601585,6.5886309597986
20221108_171100,2,36.163664908695,688.576,4326.45060607649,904.414772095907,-279.48493922591,7.45909935596269,902.436725989972,-279.122336086791,6.55752045792126,907.164404233538,-278.412633296229,6.57476475017635
20221108_171100,2,18.71434195275,712.95,4479.59696475369,897.413023330857,-285.813700276693,6.70070864050696,895.972163281854,-286.31321965318,6.45540503710945,900.834535192152,-285.803676101853,6.4983168544922
20221108_171100,2,27.974515929371,794.46,4991.73939914189,876.637877575873,-308.645885770048,5.86078878920473,873.762731240211,-308.794254293281,6.13164774675821,878.973623607118,-309.030364941109,6.25294180527602
20221108_171100,2,36.163664908695,885.312,5562.57935066977,850.197574459166,-331.505733362823,5.26986063770747,848.231155938894,-331.06788929333,5.80328596896444,853.626185311983,-332.232919387591,5.99909317571236
20221108_171100,2,30.412560923215,951.85,5980.64993463889,831.25329987567,-346.536170310781,5.552570836863,829.229201058609,-345.589110216146,5.58390442743771,834.614341787746,-347.465973432004,5.82639003921939
20221108_171100,2,33.200612916176,957.88,6018.53754204118,828.859307802838,-346.901624097922,5.08676629651489,827.50000551776,-346.832741119662,5.56487065122097,832.878164554461,-348.774476398902,5.81127860831517
20221108_171100,2,16.311297958817,991.81,6231.72601951379,819.825821170982,-353.379356428109,5.69804111422859,817.757998250369,-353.611960462182,5.46031172251449,823.078229764168,-355.917996971719,5.72788101725691
20221108_171100,2,33.200612916176,1231.56,7738.11969691009,749.96158696009,-392.103674669941,4.35320475860113,749.393068587645,-391.735679271569,4.83234595672242,753.479887033515,-396.377646024352,5.21082305528592
20221108_171100,2,27.974515929371,1324.1,8319.56566523649,726.123442050402,-404.707199684573,4.82486950365409,723.739378479808,-402.378904404918,4.63439160726497,727.035564138183,-407.712364192114,5.04056835661687
20221108_171100,2,30.412560923215,1332.59,8372.90990849444,723.868006432677,-404.771733023296,4.9332217618366,721.416442022539,-403.255075080185,4.6172841128162,724.633578069458,-408.644290473441,5.02564948668178
20221108_171100,2,13.883255964948,1379.7,8668.91076831568,711.553892292787,-409.345545647151,4.76969450960577,708.630057619166,-407.827737075988,4.52534998192336,711.391910863885,-413.501448550544,4.94486244663116
20221108_171100,2,30.412560923215,1713.33,10765.16988235,625.839101353149,-431.843807420634,3.90151770115495,623.892036895114,-428.202278658461,3.99500735481257,623.013515767643,-434.635089592304,4.45367692879894
20221108_171100,2,27.974515929371,1853.74,11647.3919313311,594.696670127743,-435.246718180979,3.67756644562061,591.586502436438,-431.742537253284,3.82090027406463,589.192212257503,-437.878297143973,4.28022194666633
20221108_171100,2,11.580212970762,1919.4,12059.9458786005,578.871762083897,-436.115319497041,3.83120720888999,577.183345051715,-432.602806054724,3.74708849615454,574.121067931641,-438.494932355795,4.20435963870081
20221108_171100,2,27.974515929371,2383.38,14975.2181974257,487.765774958,-433.292305421648,3.13695967337884,487.712704929197,-428.104947780992,3.32766559197735,481.070188544329,-430.988189212978,3.74151353048482
20221108_171100,2,9.33216997643802,2670.1,16776.7330887002,441.750439972228,-423.383870271639,3.26581933724634,442.265830715432,-419.155439392816,3.13137058878764,434.510876567204,-419.638918881452,3.5037729342953
20221108_171100,2,6.97412698239202,3714.5,23338.8918235186,322.144887214646,-374.943657173277,2.72583697055568,324.650212127089,-372.001480667349,2.62369732909234,317.818086093669,-364.851889560244,2.83277817711777
20221108_171100,2,4.551079988509,5167.3,32467.1034377891,234.047304446435,-308.281255884273,2.05181245982763,237.026469457539,-306.384308074469,2.16546939453863,235.616052994761,-294.414405831188,2.21163155049472
20221108_171100,2,2.163036994538,7188.4,45166.0492621297,177.188756809447,-239.946956073423,1.45088375550202,179.839898745019,-238.845193571614,1.73370207679291,184.544595886725,-226.025131145463,1.67461245053023
20221108_171100,2,0,10000,62831.8530717959,143.401589695846,-180.248951567015,0.930957643481991,145.92848895796,-179.699443099324,1.34116646940879,155.280745960102,-168.409993285008,1.24065524048281
20221103_155412,2,97.372801754157,0.5,3.14159265358979,762.29776996374,-0.355112922854829,0.784847607947805,767.337538232227,-0.78695170438307,0.825162421334946,768.082043138243,-0.779968899595906,0.81578467096981
20221103_155412,2,92.194704767231,0.69556,4.37033237226183,763.924796918832,-3.81153516625669,0.772440836150895,767.334567856067,-1.09472610310294,0.825177912898538,768.079193048644,-1.08501348912297,0.815798803833078
20221103_155412,2,87.401617779332,0.96762,6.07973576693311,763.305371177987,-2.17333280362991,0.771489050769768,767.3288195363,-1.52286629691711,0.825207893110084,768.073677490504,-1.5093582240161,0.815826154665235
20221103_155412,2,82.853532790815,1.3461,8.45779574199444,764.439694089522,-2.92834924702276,0.771401450406987,767.317695918635,-2.11839671506504,0.825265910625083,768.063004221007,-2.09961448267741,0.815879084045564
20221103_155412,2,97.372801754157,1.5,9.42477796076938,762.120402509519,-3.63128007128318,0.793621422220553,767.312132561671,-2.36052030367429,0.82529492873244,768.057666065861,-2.3395959647965,0.815905557376216
20221103_155412,2,78.62545080149,1.8726,11.7658928062245,761.634867995065,-3.29854167720247,0.797803554838313,767.29617381173,-2.94661099266718,0.825378173251212,768.042353188596,-2.92050792381666,0.815981502079216
20221103_155412,2,92.194704767231,2.08668,13.1109971167855,763.133051750019,-3.95424520161815,0.787114712384455,767.28541132169,-3.2832771269445,0.825434316832572,768.032026163159,-3.25420407747212,0.816032722702449
20221103_155412,2,97.372801754157,2.5,15.707963267949,763.605072024169,-3.66234020631098,0.79074737603043,767.261344812203,-3.93308499432569,0.825559873654752,768.008933101007,-3.89829127941435,0.816147271054846
20221103_155412,2,74.632379811571,2.605,16.3676977252028,763.678958792639,-4.37240763131651,0.798668548717911,767.254541325191,-4.09811885498413,0.825595370855223,768.002404723837,-4.06187499317636,0.816179656210563
20221103_155412,2,87.401617779332,2.90286,18.2392073007993,763.075016597022,-4.94722895249224,0.785874391731344,767.233721913659,-4.5661735606799,0.825704004066733,767.982426961919,-4.52582366552312,0.81627876621746
20221103_155412,2,92.194704767231,3.4778,21.8516618613092,763.863388099307,-5.23212984293909,0.792974814285345,767.187186548869,-5.46912730996093,0.825946863195887,767.937771665009,-5.42088784640023,0.816500339115033
20221103_155412,2,97.372801754157,3.5,21.9911485751286,763.15013473188,-6.40594614608584,0.785692058697958,767.18522211219,-5.50397823483317,0.825957116525253,767.935886557358,-5.45543517965401,0.816509693869182
20221103_155412,2,70.614302821716,3.6239,22.7696352346881,761.752827778105,-7.6772797247154,0.792016726696823,767.174029774328,-5.6984627195348,0.826015536688063,767.925146139578,-5.6482268264804,0.816562994415599
20221103_155412,2,82.853532790815,4.0383,25.3733872259833,762.973365572267,-6.68202543009187,0.790785352596673,767.133779519513,-6.34866495434855,0.826225657733364,767.88652031518,-6.29278699871039,0.816754704092181
20221103_155412,2,97.372801754157,4.5,28.2743338823081,762.407474022518,-6.97891913765473,0.784838889428535,767.083835017126,-7.07253507415674,0.826486448399858,767.838589790282,-7.01041025179896,0.816992648943361
20221103_155412,2,87.401617779332,4.8381,30.3986788346656,763.279389331473,-8.22323966523575,0.778420694110489,767.043856952755,-7.60221891700739,0.826695247826062,767.800222460212,-7.53554831866649,0.81718316137441
20221103_155412,2,92.194704767231,4.86892,30.5923266058328,762.443138503754,-7.68375191047585,0.782293394425964,767.040069732052,-7.65048509544212,0.826715030199383,767.796587765939,-7.58340140333207,0.817201211372285
20221103_155412,2,66.861234831192,5.0413,31.6754220890844,762.658746390714,-7.64502253075567,0.785678483891542,767.01844728424,-7.92038638275083,0.826827981650578,767.775835933171,-7.85099630708896,0.81730427212983
20221103_155412,2,78.62545080149,5.6178,35.2976784186735,762.197109895276,-9.49695531632056,0.781530270203822,766.940716858152,-8.82228909597027,0.82723413697625,767.701232368765,-8.74523879201988,0.817674871289254
20221103_155412,2,92.194704767231,6.26004,39.3329913503565,762.638611341466,-10.2979301044685,0.785438806302812,766.84432417271,-9.82557237293572,0.827738038196969,767.608710951462,-9.74009303788435,0.81813467930112
20221103_155412,2,82.853532790815,6.7305,42.2889787099722,762.933272412542,-11.8083691434453,0.783866099786925,766.767180809916,-10.5594308224556,0.828141497446775,767.534660734986,-10.467853753512,0.818502850289413
20221103_155412,2,87.401617779332,6.77334,42.5581503685318,763.567382727755,-11.013675425232,0.795419050609376,766.759882350332,-10.6262078654308,0.828179676891507,767.527654682904,-10.5340789558882,0.818537691129424
20221103_155412,2,63.143167840579,7.0131,44.0646068777812,761.565629765506,-12.8121383691481,0.767953677407916,766.718193183499,-10.9997815353106,0.828397788154764,767.487634993187,-10.9045750887918,0.818736732059659
20221103_155412,2,74.632379811571,7.815,49.1030931756085,761.77920369375,-13.141845679699,0.78727737261115,766.568400275293,-12.247246754001,0.829181880284359,767.343829862105,-12.1418885246437,0.819452301948689
20221103_155412,2,87.401617779332,8.70858,54.717621902398,762.509674964469,-15.0745587391169,0.798362540416623,766.382777517981,-13.633415465737,0.830154391859605,767.165603679347,-13.5170228116292,0.820339899058171
20221103_155412,2,78.62545080149,9.363,58.8294640311225,762.117735881264,-15.9033260557179,0.782648968337313,766.234403659674,-14.6457151872962,0.830932442512018,767.023123454121,-14.5214445899747,0.821050073245276
