10/13/2021									
Index	Time (s)	Frequency (Hz)	Z' (Ω)	-Z'' (Ω)	Z (Ω)	-Phase (°)	OCP value (V)	A ratio	meas start time (s)
60	104.947038735034	11.0943	3229.17596763289	1673.29274164653	3636.96109811265	27.3922641920261			
61	90.3297677719393	10	3333.93279820528	1696.95758517329	3740.95882747005	26.9759000127555			
62	109.165116724385	9	3448.06385259916	1725.9287589973	3855.9012452	26.5902610562894			
63	104.947038735034	7.9245	3601.63793136274	1763.3945913577	4010.15663951677	26.086789171373			
64	101.09896774475	7.5357	3663.42985521069	1775.88585923846	4071.17782577624	25.8622720985907			
65	109.165116724385	7	3760.78948653147	1794.7760589492	4167.10434999927	25.5120563251602			
66	93.8628317630191	6.3096	3903.38497002072	1818.87426429576	4306.35783621161	24.9842754171945			
67	113.613198713154	5.67864	4062.79923287303	1833.80412661312	4457.48529794737	24.2927359026412			
68	109.165116724385	5	4258.45495604139	1836.37435378965	4637.53268235274	23.3271641778665			
69	104.947038735034	4.7547	4339.89604632937	1833.38167088896	4711.26161915223	22.9015438392148			
70	113.613198713154	4.41672	4458.19348452492	1822.66682155625	4816.38905071656	22.236476265072			
71	97.3258957542757	3.9811	4621.63032770426	1795.63795805907	4958.20356201501	21.2325979318374			
72	130.930519669432	3.58299	4791.99997806075	1753.26986175402	5102.66783142595	20.0962766056771			
73	113.613198713154	3.1548	4981.76042326095	1685.32405350605	5259.11152953569	18.6906214836497			
74	109.165116724385	3	5050.00933651927	1650.88274911712	5313.00368438271	18.1029241407296			
75	130.930519669432	2.78677	5156.36052918617	1601.35037767852	5399.29411488579	17.2526134141168			
76	101.09896774475	2.5119	5285.4777744806	1521.92674383154	5500.23056954143	16.0634890432162			
77	142.406731640458	2.26071	5408.33457700808	1434.97726512335	5595.46625834541	14.8597327375725			
78	130.930519669432	1.99055	5536.09786583048	1328.41711675286	5693.24789695081	13.4933223125788			
79	113.613198713154	1.89288	5582.90912214832	1279.02995331425	5727.54675996993	12.9036378446612			
80	142.406731640458	1.75833	5646.32530708689	1213.9065762991	5775.34056566641	12.1333625795824			
81	104.947038735034	1.5849	5721.80692659195	1123.79015131163	5831.12157388102	11.1117272589252			
82	149.744866621931	1.42641	5788.03349667658	1033.02737718487	5879.49634923465	10.1193950456634			
83	142.406731640458	1.25595	5855.88142532177	931.151852984401	5929.45115847536	9.03503918349255			
84	130.930519669432	1.19433	5881.21129490378	890.832132768212	5948.29624212482	8.6131674023958			
85	149.744866621931	1.10943	5907.14957766048	837.791383417613	5966.2643701887	8.07223339624027			
86	109.165116724385	1	5942.78287535747	764.905870510621	5991.80684721926	7.33431452934477			
87	160.028057595968	0.9	5974.62723621705	695.028974828415	6014.91777895572	6.63539932479314			
88	149.744866621931	0.79245	6006.90996071255	616.877725550019	6038.50191722975	5.86341741827043			
89	142.406731640458	0.75357	6016.08948539373	589.047780860847	6044.85814427453	5.59212374693352			
90	160.028057595968	0.7	6028.9190696214	549.576303460817	6053.91602695067	5.20849866424818			
91	113.613198713154	0.63096	6045.90272662857	496.099599504858	6066.22243183381	4.6909247767537			
92	160.028057595968	0.5	6070.5836219331	397.830394265393	6083.60538936277	3.74946734943799			
93	149.744866621931	0.47547	6074.1548249869	380.459039443985	6086.05832362838	3.58408003400456			
94	130.930519669432	0.39811	6086.47872815697	314.341443080459	6094.59054007282	2.95646322699761			
95	160.028057595968	0.3	6098.01870631542	241.014793917236	6102.77971693718	2.26334936908329			
96	142.406731640458	0.25119	6104.51932976481	202.470116825951	6107.87609531167	1.89964704998373			
97	149.744866621931	0.15849	6111.41276618509	126.199763793598	6112.71563047649	1.18298118872369			
98	160.028057595968	0.1	6114.25955228833	81.4708075909443	6114.80231612099	0.76340514446853			
10/13/2021									
Index	Time (s)	Frequency (Hz)	Z' (Ω)	-Z'' (Ω)	Z (Ω)	-Phase (°)	OCP value (V)	A ratio	meas start time (s)
1	231.729493414939	10000	84.1513164106797	20.1738669004857	86.5357091573695	13.4812800713749	7.93457031249972E-05	1.07211210	3716986450.170105
2	233.902529409453	6309.6	85.2399096789561	31.3515744384866	90.8227032291406	20.1937208470998			
3	236.215572403613	3981.1	87.1078143807822	48.5580419440565	99.7279036360314	29.1373761650273			
4	238.428614398026	2511.9	90.5677106956625	74.9951748011652	117.587356735793	39.62667455817			
5	250.351834367922	2260.71	91.320675996539	82.8390113209083	123.295448663324	42.2118694660138			
6	250.351834367922	1758.33	94.7292182783286	104.723367895825	141.211219735075	47.8685718113513			
7	240.766657392123	1584.9	96.7348091432263	115.268280683728	150.48056296997	49.9961390270933			
8	253.014883361199	1426.41	98.3926096266981	127.342043957643	160.925764837275	52.308030459241			
9	250.351834367922	1255.95	101.703539871681	143.345565317449	175.759953113927	54.6443360660771			
10	253.014883361199	1109.43	104.392981150059	160.212626067439	191.222331501375	56.9121275132666			
11	243.049699386358	1000	107.91694587824	176.56068236057	206.929315862487	58.5660042200299			
12	255.767934354248	900	111.217034620024	195.601094968985	225.008926806777	60.377826719388			
13	253.014883361199	792.45	116.75538529119	219.220271867895	248.373403552651	61.9605062511362			
14	250.351834367922	753.57	118.919929946372	229.091335875257	258.117783020775	62.5664462208203			
15	255.767934354248	700	122.638918741922	244.979864205595	273.9624760006	63.4070796626092			
16	245.467743380254	630.96	128.244326367612	269.189625740423	298.177232282667	64.5264555410594			
17	258.230980348029	567.864	134.729468059647	296.21921138321	325.419499655639	65.5425215813973			
18	255.767934354248	500	144.656086257928	332.827411361613	362.904214697396	66.50888858457			
19	253.014883361199	475.47	148.933365066061	347.857970495147	378.399676092492	66.8220937409557			
20	258.230980348029	441.672	156.161699698989	372.104672075724	403.544747746095	67.2335989482755			
21	247.92079037406	398.11	166.825886005891	408.526527254651	441.276330333268	67.7868605869295			
22	260.874031341356	358.299	179.67970139171	449.020813493521	483.636729418474	68.1907394854937			
23	258.230980348029	315.48	198.892747421573	502.752733445164	540.664994209433	68.4158774103912			
24	255.767934354248	300	207.571048891174	525.016824906907	564.560365924772	68.4281022160862			
25	260.874031341356	278.677	221.561570875136	561.009611877846	603.176022656728	68.4492688925472			
26	250.351834367922	251.19	243.93315490889	613.997699843594	660.678862592886	68.3327307524309			
27	263.682083334267	226.071	271.297337504909	672.845939924448	725.48184278455	68.0402789830566			
28	260.874031341356	199.055	310.305925179075	748.81644665556	810.565134941728	67.4911186256594			
29	258.230980348029	189.288	327.899837411462	780.003637636376	846.122909570733	67.1989700143228			
30	263.682083334267	175.833	358.032656869059	830.200886932847	904.113320358019	66.6713828830571			
31	253.014883361199	158.49	402.997735439739	900.839330531703	986.87318040484	65.8982601389272			
32	266.795140326407	142.641	457.534167097383	976.389208176346	1078.27334192436	64.8922990335657			
33	263.682083334267	125.595	537.203003384086	1073.11799450002	1200.07053832874	63.4074476717991			
34	260.874031341356	119.433	571.648762200657	1110.28864686209	1248.80870699895	62.7576464714628			
35	266.795140326407	110.943	626.647853306447	1167.61038185231	1325.14208138708	61.7778737762237			
36	255.767934354248	100	713.03096570478	1247.06694029246	1436.51979158809	60.2405295884695			
37	270.223202317752	90	812.402219164497	1326.97156320402	1555.90838266767	58.5240824195626			
38	266.795140326407	79.245	945.823187301416	1417.21863395408	1703.84569667082	56.2816516526817			
39	263.682083334267	75.357	1004.89415348666	1450.64876307577	1764.70793434067	55.2888602580555			
40	270.223202317752	70	1092.47706289312	1498.35112573674	1854.33606149051	53.9034794578455			
41	258.230980348029	63.096	1223.69186677785	1554.90853646636	1978.67691693066	51.7977357184451			
42	273.621265309173	56.7864	1364.84320535056	1607.56557679078	2108.80631137008	49.6683281241324			
43	270.223202317752	50	1539.69055595043	1653.18295422758	2259.12834700279	47.0357520649358			
44	266.795140326407	47.547	1609.77042468516	1665.38890520619	2316.22128169459	45.9728985969129			
45	273.621265309173	44.1672	1714.7947284622	1682.82925215727	2402.58928089633	44.4609665877292			
46	260.874031341356	39.811	1856.97132067096	1693.65179868472	2513.32427294657	42.3663979698386			
47	277.179334300189	35.8299	2000.98463127555	1698.96646711	2624.96219991168	40.3334286791577			
48	273.621265309173	31.548	2168.05649492227	1694.51437136004	2751.69909690728	38.0105502085266			
49	270.223202317752	30	2229.99250430831	1688.3498205337	2797.03265725794	37.1297310196792			
50	277.179334300189	27.8677	2319.64518957681	1680.34123973872	2864.31501191707	35.9194143672464			
51	263.682083334267	25.119	2439.13789407671	1666.3960776576	2954.02599073766	34.3405221052235			
52	280.877401290853	22.6071	2553.37049246596	1653.59938209214	3042.05387661878	32.927673192042			
53	277.179334300189	19.9055	2681.33585465616	1638.97099968786	3142.57663443273	31.4354285696161			
54	273.621265309173	18.9288	2732.78873058096	1635.51852947049	3184.81633791206	30.8996636982099			
55	280.877401290853	17.5833	2801.33989463916	1630.45683034922	3241.27979059651	30.2005817441283			
56	266.795140326407	15.849	2894.80742994325	1629.52858283546	3321.93820814481	29.3757837796114			
57	284.72047328115	14.2641	2992.70792691153	1634.60321291989	3410.0188268523	28.6431627216033			
58	280.877401290853	12.5595	3110.1914691444	1649.85873391156	3520.69947831434	27.9445439451329			
59	277.179334300189	11.9433	3156.51583900269	1658.40301355508	3565.65460991996	27.717003634201			
60	284.72047328115	11.0943	3230.33412443097	1673.57956791577	3638.12137312766	27.3878832413859			
61	270.223202317752	10	3334.12812890132	1698.31387125503	3741.74830596986	26.9930518294506			
62	288.908550270576	9	3449.05325506575	1727.92689905653	3857.68061466508	26.6102216877634			
63	284.72047328115	7.9245	3602.19506567268	1763.52528841055	4010.71449171094	26.0849662183585			
64	280.877401290853	7.5357	3663.59058909067	1776.67894294081	4071.66846277579	25.8713278618651			
65	288.908550270576	7	3760.3216544363	1795.2228876436	4166.87462748065	25.5203719058665			
66	273.621265309173	6.3096	3905.81889225964	1820.04591018317	4309.05886874463	24.9847274093489			
67	293.491635259005	5.67864	4062.09336215385	1833.08507839333	4456.5461276063	24.2880434436748			
68	288.908550270576	5	4259.80820098781	1837.58485274523	4639.25468154548	23.3342740975406			
69	284.72047328115	4.7547	4339.16311844354	1833.20987827413	4710.51961319157	22.903088184698			
70	293.491635259005	4.41672	4457.89251737776	1823.01158870942	4816.24095629169	22.2416276523196			
71	277.179334300189	3.9811	4620.16776473739	1795.01433795542	4956.61443404508	21.2320013129297			
72	298.564728246197	3.58299	4789.68096681943	1751.58231602704	5099.91023192869	20.0874237687226			
73	293.491635259005	3.1548	4982.20884553183	1685.81341977268	5259.69313427896	18.6941058144696			
74	288.908550270576	3	5051.05945948052	1652.17218095764	5314.40256084708	18.1126197563881			
75	298.564728246197	2.78677	5151.38719093167	1603.57252256715	5395.2047992664	17.2908146136351			
76	280.877401290853	2.5119	5286.1288609994	1522.56846808267	5501.03381875538	16.068035508681			
77	304.722843230649	2.26071	5408.93067808587	1435.40178098685	5596.15129827623	14.8623685828447			
78	298.564728246197	1.99055	5536.85948026479	1321.47647246829	5692.37322840705	13.4236018535511			
79	293.491635259005	1.89288	5584.7936777947	1280.19790075954	5729.64458659041	12.9108138551042			
80	304.722843230649	1.75833	5645.60769721438	1214.38944762592	5774.74051376782	12.1395430367083			
81	284.72047328115	1.5849	5720.62215370116	1123.7164159726	5829.94480325009	11.1132602030897			
82	312.365983211352	1.42641	5792.51517809584	1034.10527172557	5884.09770495709	10.1220601240396			
83	304.722843230649	1.25595	5855.94272797855	931.423484589588	5929.55436276706	9.03753830265061			
84	298.564728246197	1.19433	5882.93167580203	891.311766132934	5950.06905561624	8.61525290017211			
85	312.365983211352	1.10943	5914.49549757097	836.574220891098	5973.3670084674	8.05077995047954			
86	288.908550270576	1	5945.03591585296	764.004277637291	5993.92647410942	7.3230173887385			
87	322.674175185326	0.9	5974.71659987472	694.881671371342	6014.98952501386	6.63390722386082			
88	312.365983211352	0.79245	6012.02103798704	615.446356764319	6043.44034298786	5.84496792238774			
89	304.722843230649	0.75357	6016.2158062118	588.241025953493	6044.90530376842	5.58439675331302			
90	322.674175185326	0.7	6027.76280676957	549.537406527544	6052.76100765985	5.20912559703526			
91	293.491635259005	0.63096	6047.31207014672	497.888866459266	6067.77361122565	4.70667525029263			
92	322.674175185326	0.5	6070.37546647227	397.678185001931	6083.38772747348	3.74816505429076			
93	312.365983211352	0.47547	6077.80677984905	380.80891023093	6089.72500851149	3.58521744956258			
94	298.564728246197	0.39811	6085.76624580699	319.846961375868	6094.16547833295	3.00850130346691			
95	322.674175185326	0.3	6098.40953254725	241.853167779975	6103.20340324886	2.27106883386327			
96	304.722843230649	0.25119	6103.60671206807	202.464867957205	6106.96380522754	1.8998816610293			
97	312.365983211352	0.15849	6114.24600737736	128.829977892933	6115.60311023647	1.20706983797894			
98	322.674175185326	0.1	6114.58854846132	83.5241334953757	6115.15898385729	0.782600936147257			
10/13/2021									
Index	Time (s)	Frequency (Hz)	Z' (Ω)	-Z'' (Ω)	Z (Ω)	-Phase (°)	OCP value (V)	A ratio	meas start time (s)
1	403.331776981685	10000	84.2538267264464	20.2217609996198	86.6465633246686	13.4962750626228	7.83920288085918E-05	1.11198190	3716986620.066853
2	405.494812976224	6309.6	85.2457483229587	31.2948040259367	90.8086029303557	20.1588316160074			
3	407.877856970207	3981.1	87.1940878129167	48.5019553937453	99.7759922353243	29.085122206148			
4	410.095897964607	2511.9	90.5363715424163	75.028156492935	117.584262717401	39.6487922315912			
5	422.109121934277	2260.71	91.6650246063305	82.8129662000564	123.533251017412	42.09561594992			
6	422.109121934277	1758.33	95.0158217885616	104.837564050103	141.488237059182	47.8135224447418			
7	412.433941958704	1584.9	96.7427926953109	115.36977326134	150.563450149301	50.018639740004			
8	424.852173927351	1426.41	98.4630196041121	127.367892510423	160.989273779672	52.2938259092634			
9	422.109121934277	1255.95	101.425646422864	143.385581452454	175.631963835613	54.725826959973			
10	424.852173927351	1109.43	104.430471269412	160.756212336514	191.698417140919	56.9914356625766			
11	414.726983952915	1000	107.906544459283	176.519906052143	206.889099688216	58.5625727796663			
12	427.615221920375	900	111.247449087125	194.172615392765	223.783376274599	60.1902811922922			
13	424.852173927351	792.45	117.365817450141	218.849198021427	248.333861123209	61.7959521985405			
14	422.109121934277	753.57	118.426630675289	228.830318234009	257.659040975044	62.6370643858068			
15	427.615221920375	700	122.220041388106	245.225726259561	273.99524692308	63.508420547284			
16	417.250031946545	630.96	128.272442246511	269.137753678763	298.142499310539	64.5172902067266			
17	430.143269913993	567.864	134.7419387632	296.370239835066	325.562143256185	65.5515281977265			
18	427.615221920375	500	144.931779533062	332.292466370724	362.523797736588	66.435226508494			
19	424.852173927351	475.47	149.372247228061	348.0061825874	378.708821340375	66.7698790345348			
20	430.143269913993	441.672	155.883122053156	372.13383794124	403.463927857146	67.2716802907977			
21	419.688077940389	398.11	166.842244722557	408.607384050726	441.35737098732	67.7888628259331			
22	432.711319907509	358.299	179.856950575655	449.077810120633	483.755519051842	68.1737567424852			
23	430.143269913993	315.48	199.047363490303	503.352577611925	541.279659973484	68.4240162629172			
24	427.615221920375	300	206.693931463955	525.572390219093	564.755450318663	68.5315781395015			
25	432.711319907509	278.677	221.51595974055	561.426983349555	603.547494446592	68.4678502050191			
26	422.109121934277	251.19	244.324636017084	613.899568624441	660.732327135698	68.2980400060694			
27	435.664372900053	226.071	271.265675167574	672.591152270809	725.233703461921	68.0350715744473			
28	432.711319907509	199.055	310.27957941985	749.029787349675	810.752144457268	67.4986104306331			
29	430.143269913993	189.288	328.457973695133	781.289641713304	847.524716295882	67.1978779818755			
30	435.664372900053	175.833	357.517599530983	828.238574444531	902.107515860668	66.6520663937137			
31	424.852173927351	158.49	403.291976028941	900.982931812791	987.124440659485	65.886074075792			
32	438.732429892307	142.641	458.226081106567	977.174050306587	1079.27765936244	64.8767173600936			
33	435.664372900053	125.595	536.424945717056	1072.08651021749	1198.79990314391	63.4186321199915			
34	432.711319907509	119.433	571.432996532724	1110.73343657273	1249.10545457421	62.7757849672608			
35	438.732429892307	110.943	627.05840143162	1167.34310680529	1325.10081420691	61.7567674212231			
36	427.615221920375	100	712.815578253915	1246.59773775338	1436.0055600078	60.2386977301123			
37	442.205492883538	90	812.276707211182	1326.67237232082	1555.58768076801	58.5222711763867			
38	438.732429892307	79.245	946.201984283027	1417.96090963056	1704.6733811207	56.2849109408519			
39	435.664372900053	75.357	1004.21614563989	1449.57704714714	1763.4408645542	55.2871404441365			
40	442.205492883538	70	1092.72558392133	1497.96596218235	1854.17130427938	53.8902621831473			
41	430.143269913993	63.096	1223.06456925056	1556.63324836205	1979.64492029815	51.8428738118628			
42	445.698558874719	56.7864	1363.87278750739	1607.99215895876	2108.50367886234	49.6959324600552			
43	442.205492883538	50	1539.38981061496	1653.18238815531	2258.92297290812	47.0413244116701			
44	438.732429892307	47.547	1609.55107292073	1666.57599758999	2316.92257360563	45.9972011251572			
45	445.698558874719	44.1672	1714.52663554695	1682.8727989577	2402.42844669132	44.4661861813855			
46	432.711319907509	39.811	1856.64484818109	1694.04539132606	2513.34834039185	42.3780426050921			
47	449.436629865282	35.8299	2001.18922284007	1699.42388472797	2625.41422362171	40.3381483756626			
48	445.698558874719	31.548	2168.16932057364	1694.49141895762	2751.77385909485	38.0087270262077			
49	442.205492883538	30	2230.69600537608	1689.04273232536	2798.0117976917	37.1323478118299			
50	449.436629865282	27.8677	2320.40940063314	1680.51767863698	2865.03742641489	35.9133062133318			
51	435.664372900053	25.119	2438.65742786396	1665.61713853358	2953.18988597971	34.3333022185484			
52	453.154695855894	22.6071	2553.61453589646	1654.23522128168	3042.60437212441	32.9352252273463			
53	449.436629865282	19.9055	2682.32999905913	1638.76533186422	3143.31767990011	31.4227791103674			
54	445.698558874719	18.9288	2731.0790124041	1635.62167239375	3183.40239793814	30.917059144716			
55	453.154695855894	17.5833	2802.31147899124	1630.73475330284	3242.25931426155	30.1961897527414			
56	438.732429892307	15.849	2895.220867953	1629.77091964432	3322.4173616132	29.3759281464971			
57	457.017768846141	14.2641	2991.49897862329	1634.41877181757	3408.86944026519	28.6501824135825			
58	453.154695855894	12.5595	3110.73700123799	1650.49004279826	3521.47725709642	27.9494584756468			
59	449.436629865282	11.9433	3157.51121813007	1657.64572309407	3566.18373557915	27.698794745159			
60	457.017768846141	11.0943	3229.08739160859	1672.6169296935	3636.57156895652	27.3834523929238			
61	442.205492883538	10	3333.42527739103	1697.32810591615	3740.67464223799	26.9844840457838			
62	461.245844835466	9	3448.58093409637	1725.75227686867	3856.28466015288	26.5844774472568			
63	457.017768846141	7.9245	3600.19969111681	1763.03997927838	4008.70899223821	26.0912764471012			
64	453.154695855894	7.5357	3664.94274659909	1777.84424418604	4073.39360882726	25.8777769784008			
65	461.245844835466	7	3760.38815902833	1795.53198885777	4167.06782157094	25.5238133169267			
66	445.698558874719	6.3096	3905.94879173618	1819.23366419666	4308.83361115415	24.9742078909539			
67	465.703927824211	5.67864	4061.8492825552	1832.00821578638	4455.88079922511	24.2767131736295			
68	461.245844835466	5	4258.51026607754	1837.08777715677	4637.86601652814	23.334986742045			
69	457.017768846141	4.7547	4338.41224522639	1833.0795172056	4709.77720555113	22.9051822687632			
70	465.703927824211	4.41672	4458.26556479771	1822.34672839179	4816.33464833387	22.2326270896924			
71	449.436629865282	3.9811	4622.74045851898	1794.91578734748	4958.9769136887	21.2201752659494			
72	470.902024811087	3.58299	4792.97580484185	1755.94688125104	5104.50453183995	20.1207319950908			
73	465.703927824211	3.1548	4980.86639790862	1684.75615349876	5258.08267057177	18.6878814743497			
74	461.245844835466	3	5050.69685548746	1652.29676441084	5314.09666111875	18.1151118556709			
75	470.902024811087	2.78677	5153.86337655313	1602.35360068662	5397.20712645059	17.2706465372326			
76	453.154695855894	2.5119	5285.72101561544	1521.98373494711	5500.48008308023	16.0633584258799			
77	482.778245781102	2.26071	5407.73122403776	1435.86549053953	5595.11096390011	14.8701087731			
78	470.902024811087	1.99055	5542.03091290648	1324.31923022494	5698.06353625112	13.4393339220214			
79	465.703927824211	1.89288	5581.34354436583	1281.23912396518	5726.51459903955	12.9286811832008			
80	482.778245781102	1.75833	5646.58323570272	1213.70201045215	5775.54974075149	12.1308407187465			
81	457.017768846141	1.5849	5718.54947910925	1124.87268758212	5828.13406746009	11.1283417354015			
82	490.131381762537	1.42641	5786.30835681376	1035.14271618322	5878.17019513726	10.1426474071574			
83	482.778245781102	1.25595	5857.00924962551	930.564813402149	5930.47284979376	9.02772689587377			
84	470.902024811087	1.19433	5876.85445907504	890.486211213466	5943.93674474346	8.61616014282782			
85	490.131381762537	1.10943	5909.30803812902	836.48197996328	5968.21779028711	8.05687772973429			
86	461.245844835466	1	5943.14731740302	761.79854260991	5991.77244693733	7.30439921541021			
87	511.937785707481	0.9	5974.79797951669	694.729795875463	6015.05281650244	6.63238068330486			
88	490.131381762537	0.79245	6007.31057311609	616.961212741614	6038.90896271007	5.86381708945385			
89	482.778245781102	0.75357	6015.87577540351	587.775998041933	6044.52164930865	5.58032334246933			
90	511.937785707481	0.7	6029.63939922431	549.336532454788	6054.61162342949	5.20562022812827			
91	465.703927824211	0.63096	6045.3175700506	497.619085070556	6065.76370101811	4.70568142647685			
92	511.937785707481	0.5	6071.75829333051	398.290085720105	6084.80761939199	3.75306331434292			
93	490.131381762537	0.47547	6073.00792205109	376.675239779288	6084.67825423482	3.54919506210651			
94	470.902024811087	0.39811	6083.2202348837	316.467751399321	6091.44648369944	2.97801733326622			
95	511.937785707481	0.3	6099.26078335677	241.179129876136	6104.02731613167	2.26443027644845			
96	482.778245781102	0.25119	6103.55175552012	202.50369521941	6106.91016626987	1.90026283695584			
97	490.131381762537	0.15849	6108.57161593024	127.473245053334	6109.90152254134	1.19547080717738			
98	511.937785707481	0.1	6114.92613077254	81.7040775115833	6115.47194753494	0.765507245716557			
