absolute time(s)	TEP (mV)	Va (mV)	Vb (mV)	A ratio	TTL signal	Temp (C)	comment time	comment
3716986184.600081	-0.000045	0.225234	0.225189	NaN	-0.000254	-0.000590	0.000000	
3716986184.700119	-0.000045	0.225234	0.225189	NaN	-0.000316	-0.000590	0.000000	
3716986184.800047	-0.000045	0.287754	0.287709	NaN	-0.000254	-0.000590	0.000000	
3716986184.900520	-0.000045	0.243990	0.243945	NaN	-0.000191	-0.000590	0.000000	
3716986185.001774	-0.000045	0.237738	0.237693	NaN	-0.000379	-0.000590	0.000000	
3716986185.102824	-0.000045	0.237738	0.237693	NaN	-0.000316	-0.000590	0.000000	
3716986185.202323	-0.000045	0.231486	0.231441	NaN	-0.000254	-0.000590	0.000000	
3716986185.301970	-0.000045	0.262746	0.262701	NaN	-0.000254	-0.000590	0.000000	
3716986185.402350	-0.000045	0.231486	0.231441	NaN	-0.000254	-0.000590	0.000000	
3716986185.502599	-0.000045	0.243990	0.243945	NaN	-0.000191	-0.000590	0.000000	
3716986185.603910	-0.000045	0.225234	0.225189	NaN	-0.000254	-0.000590	0.000000	
3716986185.703266	-0.000045	0.218982	0.218936	NaN	-0.000254	-0.000590	0.000000	
3716986185.803219	-0.000045	0.250242	0.250197	NaN	-0.000254	-0.000590	0.000000	
3716986185.902952	-0.000045	0.237738	0.237693	NaN	-0.000254	-0.000590	0.000000	
3716986186.003800	-0.000045	0.256494	0.256449	NaN	-0.000316	-0.000590	0.000000	
3716986186.103446	-0.000045	0.237738	0.237693	NaN	-0.000254	-0.000590	0.000000	
3716986186.203834	-0.000045	0.240864	0.240819	NaN	-0.000254	-0.000590	0.000000	
3716986186.303716	-0.000045	0.268998	0.268953	NaN	-0.000191	-0.000590	0.000000	
3716986186.403813	-0.000045	0.243990	0.243945	NaN	-0.000254	-0.000590	0.000000	
3716986186.503322	-0.000045	0.237738	0.237693	NaN	-0.000316	-0.000590	0.000000	
3716986186.603763	-0.000045	0.225234	0.225189	NaN	-0.000254	-0.000590	0.000000	
3716986186.703747	-0.000045	0.237738	0.237693	NaN	-0.000254	-0.000590	0.000000	
3716986186.803483	-0.000045	0.256494	0.256449	NaN	-0.000191	-0.000590	0.000000	
3716986186.903531	-0.000045	0.268998	0.268953	NaN	-0.000316	-0.000590	0.000000	
3716986187.003487	-0.000045	0.256494	0.256449	NaN	-0.000254	-0.000590	0.000000	
3716986187.103005	-0.000045	0.243990	0.243945	NaN	-0.000191	-0.000590	0.000000	
3716986187.203331	-0.000045	0.243990	0.243945	NaN	-0.000316	-0.000590	0.000000	
3716986187.303393	-0.000045	0.262746	0.262701	NaN	-0.000316	-0.000590	0.000000	
3716986187.403054	-0.000045	0.231486	0.231441	NaN	-0.000254	-0.000590	0.000000	
3716986187.503754	-0.000045	0.193973	0.193928	NaN	-0.000316	-0.000590	0.000000	
3716986187.603655	-0.000045	0.187721	0.187676	NaN	-0.000254	-0.000590	0.000000	
3716986187.703671	-0.000045	0.193973	0.193928	NaN	-0.000191	-0.000590	0.000000	
3716986187.803707	-0.000045	0.262746	0.262701	NaN	-0.000254	-0.000590	0.000000	
3716986187.903628	-0.000045	0.294006	0.293961	NaN	-0.000254	-0.000590	0.000000	
3716986188.003360	-0.000045	0.344023	0.343978	NaN	-0.000316	-0.000590	0.000000	
3716986188.103583	-0.000045	0.250242	0.250197	NaN	-0.000254	-0.000590	0.000000	
3716986188.203522	-0.000045	0.225234	0.225189	NaN	-0.000191	-0.000590	0.000000	
3716986188.303845	-0.000045	0.281502	0.281457	NaN	-0.000316	-0.000590	0.000000	
3716986188.403710	-0.000045	0.243990	0.243945	NaN	-0.000254	-0.000590	0.000000	
3716986188.503849	-0.000045	0.250242	0.250197	NaN	-0.000379	-0.000590	0.000000	
3716986188.603030	-0.000045	0.231486	0.231441	NaN	-0.000254	-0.000590	0.000000	
3716986188.702973	-0.000045	0.231486	0.231441	NaN	-0.000316	-0.000590	0.000000	
3716986188.802974	-0.000045	0.253368	0.253323	NaN	-0.000379	-0.000590	0.000000	
3716986188.903538	-0.000045	0.231486	0.231441	NaN	-0.000191	-0.000590	0.000000	
3716986189.003077	-0.000045	0.268998	0.268953	NaN	-0.000254	-0.000590	0.000000	
3716986189.103804	-0.000045	0.294006	0.293961	NaN	-0.000316	-0.000590	0.000000	
3716986189.203537	-0.000045	0.337771	0.337726	NaN	-0.000316	-0.000590	0.000000	
3716986189.303681	-0.000045	0.281502	0.281457	NaN	-0.000316	-0.000590	0.000000	
3716986189.402968	-0.000045	0.243990	0.243945	NaN	-0.000254	-0.000590	0.000000	
3716986189.502975	-0.000045	0.237738	0.237693	NaN	-0.000254	-0.000590	0.000000	
3716986189.604848	-0.000045	0.262746	0.262701	NaN	-0.000254	-0.000590	0.000000	
3716986189.703938	-0.000045	0.237738	0.237693	NaN	-0.000191	-0.000590	0.000000	
3716986189.804869	-0.000045	0.275250	0.275205	NaN	-0.000316	-0.000590	0.000000	
3716986189.904016	-0.000045	0.231486	0.231441	NaN	-0.000254	-0.000590	0.000000	
3716986190.004746	-0.000045	0.262746	0.262701	NaN	-0.000191	-0.000590	0.000000	
3716986190.104410	-0.000045	0.256494	0.256449	NaN	-0.000254	-0.000590	0.000000	
3716986190.204663	-0.000045	0.218982	0.218936	NaN	-0.000254	-0.000590	0.000000	
3716986190.304484	-0.000045	0.262746	0.262701	NaN	-0.000254	-0.000590	0.000000	
3716986190.404599	-0.000045	0.243990	0.243945	NaN	-0.000316	-0.000590	0.000000	
3716986190.504774	-0.000045	0.250242	0.250197	NaN	-0.000254	-0.000590	0.000000	
3716986190.604009	-0.000045	0.243990	0.243945	NaN	-0.000191	-0.000590	0.000000	
3716986190.704795	-0.000045	0.225234	0.225189	NaN	-0.000316	-0.000590	0.000000	
3716986190.804766	-0.000045	0.275250	0.275205	NaN	-0.000316	-0.000590	0.000000	
3716986190.904674	-0.000045	0.250242	0.250197	NaN	-0.000254	-0.000590	0.000000	
3716986191.004644	-0.000045	0.278376	0.278331	NaN	-0.000191	-0.000590	0.000000	
3716986191.104220	-0.000045	0.243990	0.243945	NaN	-0.000254	-0.000590	0.000000	
3716986191.204272	-0.000045	0.237738	0.237693	NaN	-0.000254	-0.000590	0.000000	
3716986191.304285	-0.000045	0.268998	0.268953	NaN	-0.000254	-0.000590	0.000000	
3716986191.404568	-0.000045	0.243990	0.243945	NaN	-0.000254	-0.000590	0.000000	
3716986191.504438	-0.000045	0.237738	0.237693	NaN	-0.000254	-0.000590	0.000000	
3716986191.604085	-0.000045	0.243990	0.243945	NaN	-0.000191	-0.000590	0.000000	
3716986191.703985	-0.000045	0.237738	0.237693	NaN	-0.000254	-0.000590	0.000000	
3716986191.804742	-0.000045	0.268998	0.268953	NaN	-0.000254	-0.000590	0.000000	
3716986191.904110	-0.000045	0.250242	0.250197	NaN	-0.000191	-0.000590	0.000000	
3716986192.004898	-0.000045	0.268998	0.268953	NaN	-0.000254	-0.000590	0.000000	
3716986192.105820	-0.000045	0.256494	0.256449	NaN	-0.000316	-0.000590	0.000000	
3716986192.205583	-0.000045	0.243990	0.243945	NaN	-0.000254	-0.000590	0.000000	
3716986192.305422	-0.000045	0.268998	0.268953	NaN	-0.000316	-0.000590	0.000000	
3716986192.405477	-0.000045	0.237738	0.237693	NaN	-0.000254	-0.000590	0.000000	
3716986192.505846	-0.000045	0.250242	0.250197	NaN	-0.000379	-0.000590	0.000000	
3716986192.605728	-0.000045	0.231486	0.231441	NaN	-0.000254	-0.000590	0.000000	
3716986192.705643	-0.000045	0.237738	0.237693	NaN	-0.000379	-0.000590	0.000000	
3716986192.805543	-0.000045	0.268998	0.268953	NaN	-0.000316	-0.000590	0.000000	
3716986192.906730	-0.000045	0.243990	0.243945	NaN	-0.000316	-0.000590	0.000000	
3716986193.006615	-0.000045	0.243990	0.243945	NaN	-0.000254	-0.000590	0.000000	
3716986193.106379	-0.000045	0.325267	0.325222	NaN	-0.000191	-0.000590	0.000000	
3716986193.206762	-0.000045	0.294006	0.293961	NaN	-0.000254	-0.000590	0.000000	
3716986193.306621	-0.000045	0.268998	0.268953	NaN	-0.000254	-0.000590	0.000000	
3716986193.407738	-0.000045	0.243990	0.243945	NaN	-0.000254	-0.000590	0.000000	
3716986193.507635	-0.000045	0.243990	0.243945	NaN	-0.000316	-0.000590	0.000000	
3716986193.607128	-0.000045	0.225234	0.225189	NaN	-0.000254	-0.000590	0.000000	
3716986193.707294	-0.000045	0.237738	0.237693	NaN	-0.000379	-0.000590	0.000000	
3716986193.807278	-0.000045	0.268998	0.268953	NaN	-0.000254	-0.000590	0.000000	
3716986193.907566	-0.000045	0.247116	0.247071	NaN	-0.000254	-0.000590	0.000000	
3716986194.007301	-0.000045	0.281502	0.281457	NaN	-0.000254	-0.000590	0.000000	
3716986194.107188	-0.000045	0.250242	0.250197	NaN	-0.000254	-0.000590	0.000000	
3716986194.207313	-0.000045	0.243990	0.243945	NaN	-0.000316	-0.000590	0.000000	
3716986194.307055	-0.000045	0.319015	0.318969	NaN	-0.000254	-0.000590	0.000000	
3716986194.407805	-0.000045	0.344023	0.343978	NaN	-0.000254	-0.000590	0.000000	
3716986194.507833	-0.000045	0.250242	0.250197	NaN	-0.000379	-0.000590	0.000000	
3716986194.607039	-0.000045	0.256494	0.256449	NaN	-0.000254	-0.000590	0.000000	
3716986194.706949	-0.000045	0.243990	0.243945	NaN	-0.000254	-0.000590	0.000000	
3716986194.807668	-0.000045	0.262746	0.262701	NaN	-0.000254	-0.000590	0.000000	
3716986194.907548	-0.000045	0.237738	0.237693	NaN	-0.000254	-0.000590	0.000000	
3716986195.007711	-0.000045	0.237738	0.237693	NaN	-0.000254	-0.000590	0.000000	
3716986195.107616	-0.000045	0.250242	0.250197	NaN	-0.000254	-0.000590	0.000000	
3716986195.208834	-0.000045	0.268998	0.268953	NaN	-0.000191	-0.000590	0.000000	
3716986195.308576	-0.000045	0.275250	0.275205	NaN	-0.000254	-0.000590	0.000000	
3716986195.408447	-0.000045	0.218982	0.218936	NaN	-0.000316	-0.000590	0.000000	
3716986195.508581	-0.000045	0.237738	0.237693	NaN	-0.000254	-0.000590	0.000000	
3716986195.609861	-0.000045	0.237738	0.237693	NaN	-0.000254	-0.000590	0.000000	
3716986195.709293	-0.000045	0.237738	0.237693	NaN	-0.000254	-0.000590	0.000000	
3716986195.809572	-0.000045	0.268998	0.268953	NaN	-0.000191	-0.000590	0.000000	
3716986195.909378	-0.000045	0.243990	0.243945	NaN	-0.000254	-0.000590	0.000000	
3716986196.009109	-0.000045	0.250242	0.250197	NaN	-0.000191	-0.000590	0.000000	
3716986196.109524	-0.000045	0.243990	0.243945	NaN	-0.000191	-0.000590	0.000000	
3716986196.209585	-0.000045	0.237738	0.237693	NaN	-0.000254	-0.000590	0.000000	
3716986196.309595	-0.000045	0.243990	0.243945	NaN	-0.000316	-0.000590	0.000000	
3716986196.409649	-0.000045	0.218982	0.218936	NaN	-0.000191	-0.000590	0.000000	
3716986196.509460	-0.000045	0.237738	0.237693	NaN	-0.000254	-0.000590	0.000000	
3716986196.609589	-0.000045	0.250242	0.250197	NaN	-0.000254	-0.000590	0.000000	
3716986196.709547	-0.000045	0.243990	0.243945	NaN	-0.000254	-0.000590	0.000000	
3716986196.809629	-0.000045	0.256494	0.256449	NaN	-0.000316	-0.000590	0.000000	
3716986196.909555	-0.000045	0.231486	0.231441	NaN	-0.000254	-0.000590	0.000000	
3716986197.009340	-0.000045	0.231486	0.231441	NaN	-0.000254	-0.000590	0.000000	
3716986197.109728	-0.000045	0.243990	0.243945	NaN	-0.000191	-0.000590	0.000000	
3716986197.209661	-0.000045	0.268998	0.268953	NaN	-0.000254	-0.000590	0.000000	
3716986197.309397	-0.000045	0.256494	0.256449	NaN	-0.000254	-0.000590	0.000000	
3716986197.409358	-0.000045	0.243990	0.243945	NaN	-0.000254	-0.000590	0.000000	
3716986197.509297	-0.000045	0.237738	0.237693	NaN	-0.000254	-0.000590	0.000000	
3716986197.609045	-0.000045	0.243990	0.243945	NaN	-0.000254	-0.000590	0.000000	
3716986197.709040	-0.000045	0.243990	0.243945	NaN	-0.000254	-0.000590	0.000000	
3716986197.809279	-0.000045	0.275250	0.275205	NaN	-0.000254	-0.000590	0.000000	
3716986197.909301	-0.000045	0.250242	0.250197	NaN	-0.000254	-0.000590	0.000000	
3716986198.009002	-0.000045	0.262746	0.262701	NaN	-0.000254	-0.000590	0.000000	
3716986198.109824	-0.000045	0.256494	0.256449	NaN	-0.000254	-0.000590	0.000000	
3716986198.209583	-0.000045	0.281502	0.281457	NaN	-0.000254	-0.000590	0.000000	
3716986198.309552	-0.000045	0.337771	0.337726	NaN	-0.000254	-0.000590	0.000000	
3716986198.408967	-0.000045	0.262746	0.262701	NaN	-0.000254	-0.000590	0.000000	
3716986198.509409	-0.000045	0.231486	0.231441	NaN	-0.000191	-0.000590	0.000000	
3716986198.609785	-0.000045	0.243990	0.243945	NaN	-0.000191	-0.000590	0.000000	
3716986198.709640	-0.000045	0.306511	0.306465	NaN	-0.000254	-0.000590	0.000000	
3716986198.809430	-0.000045	0.294006	0.293961	NaN	-0.000191	-0.000590	0.000000	
3716986198.909204	-0.000045	0.225234	0.225189	NaN	-0.000254	-0.000590	0.000000	
3716986199.008946	-0.000045	0.237738	0.237693	NaN	-0.000254	-0.000590	0.000000	
3716986199.109678	-0.000045	0.231486	0.231441	NaN	-0.000379	-0.000590	0.000000	
3716986199.209432	-0.000045	0.231486	0.231441	NaN	-0.000254	-0.000590	0.000000	
3716986199.309144	-0.000045	0.337771	0.337726	NaN	-0.000191	-0.000590	0.000000	
3716986199.410872	-0.000045	0.262746	0.262701	NaN	-0.000254	-0.000590	0.000000	
